Rank,ARN,Name,Date,Time,ZoneAbbrev,ZoneTime,Place,Country,Latitude,Longitude,Sun,Moon,Mercury,Venus,Mars,Jupiter,Saturn,Uranus,Neptune,Pluto,Ascendant,Midheaven,EminenceScore
584,3623,Aaron Spelling,22 Apr 1923,12:30,...,+6:00,Dallas,United States,32N47,096W48,31.6016079678528,104.188033522853,46.5002822275916,355.479898596728,64.5280337617018,225.676407110996,195.630158454996,346.113092577867,135.388226501109,99.2551002598724,129.947877100209,32.6909746479347,74.25
585,3876,George Mikan,18 Jun 1924,13:00,...,+6:00,Joliet,United States,41N32,088W05,87.2184661114946,289.765331851629,69.0395042402094,106.051423655016,327.907595878807,253.434684555289,205.703262010883,351.489382046412,138.278326444662,101.504094073702,190.744936494831,102.563780250143,74.25
586,4027,Roy Haynes,13 Mar 1925,14:00,...,+5:00,Boston,United States,42N22,071W04,352.696890469564,211.915403347828,0.525394835471098,342.175032071546,53.4113855832201,287.690479012806,223.988801194371,351.529927050993,140.386547952021,101.435301966423,129.497541012936,26.7581472213085,74.25
587,4053,Iwao Takamoto,29 Apr 1925,20:00,...,+8:00,Los Angeles,United States,34N03,118W15,39.2942102857384,118.715910117848,22.1757260707473,40.898909526835,83.7779082109312,292.347790572258,221.143394126187,354.023221368203,139.792006306537,101.648571693259,237.649476408565,157.652315074159,74.25
588,4163,Zoot Sims,29 Oct 1925,3:00,...,+8:00,Inglewood,United States,33N58,118W21,215.508028193435,6.75435144237468,229.196090117751,260.506289852531,199.995377209373,286.466621127579,225.640498323046,351.995915792896,144.554095702351,104.707916522205,174.864907873179,84.4107706907578,74.25
589,4747,Leslie E. Robertson,12 Feb 1928,1:00,...,+8:00,Los Angeles,United States,34N03,118W15,322.412002958132,217.065650083525,339.874922207155,287.410662942386,288.027540801779,3.97409479759804,257.457626972624,1.16189872978049,147.959541130628,105.378841630363,236.490195777725,156.157515417309,74.25
590,4883,Alain Rey,30 Aug 1928,6:30,...,-1:00,Pont-du-ChÃ¢teau,France,45N48,003E14,156.581475609359,325.486502250688,169.322082518791,172.929274203935,72.8753405867067,40.4221120540124,252.641205678946,6.52728015299956,149.20944538148,107.897183573113,160.363837674145,65.798416972282,74.25
591,5352,Edgar Mitchell,17 Sep 1930,4:30,...,+6:00,Hereford,United States,34N49,102W24,173.802318151253,103.900989156242,182.663082945516,220.020804286416,102.156934805674,106.481284648436,275.302879030791,14.1691226068198,154.089018508899,110.641467228836,147.331352002076,53.1319961092402,74.25
592,5391,Owen Garriott,22 Nov 1930,10:00,...,+6:00,Enid,United States,36N24,097W53,239.638801886244,266.947604706778,248.433925930519,239.791221618866,132.914204716359,110.163265073732,279.320800444806,11.7860071828516,155.712390805013,110.696920747698,274.073919207171,204.861881815294,74.25
593,5666,Debbie Reynolds,1 Apr 1932,17:49,...,+7:00,El Paso,United States,31N46,106W29,12.0732721602203,327.826490066612,24.8990855708756,56.8140654072126,359.019411491959,132.671157827328,303.311501404217,18.9123612105226,155.700372807917,109.955297292647,185.089142555804,95.4378850478962,74.25
594,5809,Shari Lewis,17 Jan 1933,22:57,...,+5:00,New York,United States,40N43,074W00,297.628058519444,193.552666467383,284.505409255767,274.680948740689,170.231317616027,173.104744573371,306.029646420744,19.6228171256121,159.825938435396,112.24331660198,189.804311835975,101.366500810928,74.25
595,5853,Jayne Mansfield,19 Apr 1933,9:11,...,+5:00,Lower Merion,United States,40N02,075W18,29.0596378726906,329.066229549955,1.75105721329723,28.5152460580786,151.193962678031,163.950289077063,315.252752076327,23.6843131955419,157.625714399964,111.282648158674,95.4370299494104,343.36735295149,74.25
596,6070,Alfred Biolek,10 Jul 1934,4:00,...,-1:00,Freistadt,Czech Republic,49N50,018E30,107.169564229945,89.8315325512286,109.37610496451,73.7917511975354,86.085286343156,194.541733453983,327.407311061489,31.1374998038031,160.240886123278,114.100035828445,108.247912747598,350.04078737848,74.25
597,6090,Yves Coppens,9 Aug 1934,11:45,...,-1:00,Vannes,France,47N39,002W46,136.146598654987,126.197461378341,119.787680157433,110.049081960116,106.336962345107,198.120866218246,325.493460023576,31.4553799806394,161.150145338014,114.907263917857,198.961872176801,113.841330124642,74.25
598,6150,Alasdair Gray,28 Dec 1934,21:50,...,+0:00,Glasgow,United Kingdom,55N53,004W15,276.494811344728,184.4844728821,275.21179648016,286.137611137941,188.335408931768,226.313029810661,324.701455010153,27.528462415317,164.547424104967,115.356547111132,160.054004623667,62.0124564713838,74.25
599,6189,Donald D. Clayton,18 Mar 1935,19:00,...,+6:00,Shenandoah,United States,40N46,095W22,357.504968796461,164.418419413394,330.14657658309,25.8579414953223,202.185958365337,233.172584026782,333.880573451472,29.5257398275337,162.819069826387,113.913174885577,184.190779530238,94.8489125788301,74.25
600,6591,Bruce McEwen,17 Jan 1938,22:10,...,+7:00,Fort Collins,United States,40N35,105W05,297.463986923492,144.584429760505,273.427566205025,293.3968300936,350.764514434245,306.636047966334,0.285107577461386,39.714616977688,170.972703249077,119.034038479096,179.497795964196,89.420265205103,74.25
601,6686,Terrence McNally,3 Nov 1938,1:58,...,+5:00,St.Petersburg,United States,27N46,082W41,220.202764674844,343.276955039265,234.550550640444,244.67711135713,185.691401334957,322.77368598011,12.6900676263694,46.0352700120277,172.572304197805,121.511225988638,156.758523365868,65.603891998917,74.25
602,7650,James Hunt,29 Aug 1947,16:30,...,-1:00,Sutton,United Kingdom,52N23,000E07,155.44249398054,312.554360151136,155.953987771646,154.089878653831,100.205291704211,230.544765063283,135.46876569487,85.6782846762632,189.271072283065,133.662794507882,265.85579384155,211.78121045856,74.25
603,7795,Eddie Money,21 Mar 1949,12:25,...,+5:00,Brooklyn (Kings Coun,United States,40N38,073W56,0.770020283647355,272.883553582105,341.137511528021,354.069564268202,359.850221306476,296.995176370421,150.696470283138,86.6296989086098,194.16996538402,134.430519822473,113.908231481363,6.76645020388431,74.25
604,8745,Lucky Dube,3 Aug 1964,18:00,...,-2:00,Ermelo,South Africa,26S34,029E58,131.315801653666,74.6919340386855,158.549215645162,88.8579817758429,92.6109969608718,53.3526907997149,333.205560045667,158.597106838108,225.075212051403,162.837587698723,317.762249130129,224.692268243069,74.25
605,129,Henry Eyring,20 Feb 1901,5:00,LMT,+7:12,Nuevo Casas Grandes,Mexico,30N25,107W55,331.195041011286,350.386156558305,349.245628525067,313.668627076926,153.653706595229,276.331280919082,283.196617216029,256.505312101495,86.5127467178444,75.6974107532996,300.200871451645,227.279418964146,74.0
606,386,Yves Rocard,22 May 1903,19:00,LMT,-2:22,Vannes,France,47N39,002W46,60.3959679829589,5.51086250733958,76.0914895452399,100.391453889305,178.455412171822,349.178275659157,309.31884533027,264.598070161321,92.1850082762422,78.7221784401075,206.400072165795,123.549005914653,74.0
607,597,Henry Koster,1 May 1905,22:30,...,-1:00,Berlin,Germany,52N29,013E21,40.8109597700527,10.5381750698228,28.3058974849926,33.6927479100869,229.959488411008,42.5411122000254,331.437257758059,274.020055358161,95.9410376863546,80.2816057448964,253.774745877826,196.267263846431,74.0
608,1851,Claude Simon,10 Oct 1913,3:56,...,-3:00,Antananarivo,Madagascar,18S55,047E31,196.120290277256,319.518018358692,212.146758811353,166.235896914554,102.262539220511,279.938054340889,78.0971085466352,303.618146874475,118.102323156981,91.1340169019244,166.668892688268,80.391655443405,74.0
609,1959,Raymond Aubrac,31 Jul 1914,11:30,...,+0:00,Vesoul,France,47N38,006E10,127.397477507465,237.010255255965,109.668284753,168.358392300927,171.179440457082,318.690334165003,87.6124007676827,309.735214199672,118.316447260385,91.5202965706101,207.173485998855,124.568285532011,74.0
610,2214,Irving Wallace,19 Mar 1916,11:00,...,+6:00,Chicago,United States,41N51,087W39,358.768255549574,178.54316588923,336.917274200544,41.2804731639738,130.348399467332,8.41179314160608,99.6055101550761,318.015359904472,119.99923668492,91.2383085701906,96.3679613089147,342.911366135641,74.0
611,2254,Robert S. McNamara,9 Jun 1916,5:45,...,+8:00,San Francisco,United States,37N47,122W25,78.3601298705362,175.067809404731,73.0978379464296,109.585112961308,155.778057420405,27.0557333355729,105.894278519917,319.603975560497,120.804361575878,92.4485542637105,90.9807959845962,339.879567351915,74.0
612,2489,Alan W. Livingston,15 Oct 1917,23:30,...,+5:00,McDonald,United States,40N22,080W14,202.240720265637,203.100852586082,189.595951897582,244.891913500478,140.292586416492,71.1169038360855,133.024042906571,319.877115375286,126.936310180452,95.5123621381908,117.915625082774,12.3807309477023,74.0
613,2508,Pedro Infante,18 Nov 1917,2:30,LMT,+7:06,MazatlÃ¡n,Mexico,23N13,106W25,235.490112045109,279.973953653808,243.882104802391,282.283279478849,158.413340539921,67.8921658349908,134.484119691438,319.945286012786,127.089829208002,95.1937035437007,184.07846926225,94.0732173507796,74.0
614,2539,Juan García Esquivel,20 Jan 1918,5:30,LMT,+6:31,Tampico,Mexico,22N13,097W51,299.644196685857,41.0218655290446,275.795226562079,328.513535861946,181.855866733265,61.5320698290735,132.012058063709,322.356306525363,125.890359133611,94.0043289253868,280.526973167985,203.184459131077,74.0
615,2738,John Carl Warnecke,24 Feb 1919,22:40,...,+8:00,Oakland,United States,37N48,122W16,335.615946401286,270.277803183207,336.800297478953,357.777468627386,352.612377701212,95.8072303693095,143.974385715733,328.142883967707,127.208613799986,94.644844008318,213.88858423413,129.368900517539,74.0
616,3029,Juan Soriano,18 Aug 1920,1:20,LMT,+6:53,Guadalajara,Mexico,20N40,103W20,145.057461647135,199.306442388992,126.877850270856,157.596345249224,229.289423063605,148.062618634163,162.442684979156,334.048409668128,131.798956119705,98.4138293779984,86.049503015318,345.124616908946,74.0
617,3356,Patrick Macnee,6 Feb 1922,1:00,...,+0:00,London,United Kingdom,51N30,000W10,316.473461922053,56.3640780234267,331.208020212745,315.684943681799,233.415416105699,198.880873332595,187.257781102468,338.297605867788,134.538681111405,98.3092975136957,222.23646311679,148.043647140978,74.0
618,3838,Bruce C. Heezen,11 Apr 1924,15:50,...,+6:00,Vinton,United States,42N10,092W01,21.7246413480893,105.489452594424,40.2588884308097,66.9951721643034,292.399244304145,259.848202930968,209.587665898783,349.400884089888,137.664819049203,100.306779459667,168.514968214392,76.4796315743275,74.0
619,4189,Umberto Veronesi,28 Nov 1925,0:55,...,-1:00,Milan,Italy,45N28,009E12,245.240894219133,37.2679647887844,266.059148842179,292.466004230612,219.627964381365,291.520118257908,229.158633481996,351.560234430028,144.793644654381,104.391961842219,168.151247708075,75.5636200206859,74.0
620,4351,Oswald Mathias Ungers,12 Jul 1926,12:00,...,-1:00,Kaisersesch,Germany,50N14,007E08,109.328440374511,137.073700527805,135.614588233848,75.9623780225048,18.1493555482348,326.101550335478,229.529143173746,359.420380830889,143.218805155875,104.393180680198,188.394941222895,100.776039945643,74.0
621,5536,James Freeman Gilbert,9 Aug 1931,21:25,...,+6:00,Vincennes,United States,38N41,087W32,136.545369418378,87.3207765098782,163.817649644697,128.614641530591,185.23283418331,125.280869508296,288.033932040495,19.2873221528346,154.800098850818,111.127865042353,18.7454924018889,280.450836683938,74.0
622,5599,Tomi Ungerer,28 Nov 1931,15:30,...,+0:00,Strasbourg,France,48N35,007E45,245.440550989876,104.805507013457,266.067645425484,266.155702853188,261.354456734072,142.437024414956,290.16556050401,15.7442196836501,157.942431310401,111.914171141655,64.6953199219724,304.480820772121,74.0
623,5818,Emmanuel Ungaro,13 Feb 1933,2:30,...,+0:00,Aix en Provence,France,43N32,005E26,323.95385767669,175.724740515383,327.969388256155,307.075395008804,166.842253408402,171.280847308495,309.113518427872,20.3397023945205,159.221363346262,111.720825161947,253.840945621856,186.111325737185,74.0
624,6272,William Friedkin,29 Aug 1935,6:40,...,+6:00,Chicago,United States,41N51,087W39,155.240998986678,160.524717438404,172.348664641744,170.221848244634,228.205625217868,226.782890476116,336.960808396293,35.384457989727,163.972919343372,116.676763604786,171.477559377265,80.0173172937923,74.0
625,6466,Roberta Flack,10 Feb 1937,6:30,...,+5:00,Black Mountain,United States,35N37,082W19,321.33519941057,310.814481986697,295.81276088412,8.06362636899468,227.989755997355,285.77931620391,351.174687992106,35.9499308966213,168.289128990091,117.139984540125,303.380855821691,232.708286301076,74.0
626,7052,Helen Reddy,25 Oct 1941,17:50,...,-10:00,Melbourne,Australia,37S49,144E58,211.5113258511,277.279267276909,215.576928462473,256.56791480932,12.7736977611102,81.067686311362,56.8773873671342,59.396048213246,178.65805036646,125.752617288439,20.9657487972656,293.896941146251,74.0
627,7069,Maurizio Pollini,5 Jan 1942,8:45,...,-2:00,Milan,Italy,45N28,009E12,284.308449878306,134.161061691443,292.809663605234,320.020998671735,26.8054076166656,72.9843038361769,51.9362496040067,56.7160505630733,179.874851781127,125.082753261333,278.140742634233,217.027149767915,74.0
628,7213,James Levine,23 Jun 1943,17:33,...,+4:00,Cincinnati,United States,39N10,084W27,91.5239958505798,349.455273400347,69.6536586465186,136.866962367565,20.0845461215349,118.518711143582,78.1002750594479,66.260153830722,179.322721378216,125.82536520175,227.869960208692,147.79368099378,74.0
629,706,Antal Dorati,9 Apr 1906,6:00,...,-1:00,Budapest,Hungary,47N30,019E05,18.4339191047802,197.728550525934,11.3454760893719,31.8020205646158,46.3082573480964,65.1158058935634,340.453729716552,278.484011965521,97.7246811670973,80.9263571680119,39.6903162925913,289.043579396872,73.75
630,1336,Franz Kline,23 May 1910,19:20,...,+5:00,Wilkes-Barre,United States,41N15,075W53,61.9548288688013,239.528043600606,64.5415475536991,18.1887398169537,103.747437889335,184.731852726833,30.7851764341766,295.000439094965,107.378020951076,85.7880945038661,242.576661047384,168.953162373564,73.75
631,1381,Jean-Louis Barrault,8 Sep 1910,6:00,LMT,-2:22,Le VÃ©sinet,France,48N54,002E08,164.605866907441,214.545677131213,189.822260944457,144.314543453992,171.06626787978,196.247854535353,36.2484417029443,291.493749678213,110.960252933057,87.8691219549082,145.913526209704,45.430267489674,73.75
632,2561,Bobby Riggs,25 Feb 1918,1:00,...,+8:00,Los Angeles,United States,34N03,118W15,335.959764119936,150.228282661353,323.262672144413,313.303329171307,180.114069595204,62.9324509903569,129.201250748773,324.401753273598,124.928646445579,93.5194171563197,247.469273233292,170.378031786789,73.75
633,2687,Lorenzo Servitje,20 Nov 1918,9:00,LMT,+6:37,Mexico City,Mexico,19N24,099W09,237.516063614686,89.316717813571,256.846337015015,236.678829915943,276.99626126285,105.343941793724,147.905540461358,323.913131863182,129.309096435039,96.2998192181468,274.758320153175,195.134031228812,73.75
634,2845,Anita O'Day,18 Oct 1919,8:13,...,+5:00,Chicago,United States,41N51,087W39,204.106381238835,143.095180765144,218.120046824973,164.684962302683,155.080339736461,134.688416989411,158.033892423554,327.950019749036,131.334585401318,97.7635465318383,216.342546984183,134.102654405017,73.75
635,3322,George Roy Hill,20 Dec 1921,9:58,...,+6:00,Minneapolis,United States,44N59,093W16,268.253498572133,163.071171667711,264.300081646925,256.135941587103,206.569015033138,195.968445270507,186.926681696537,336.235072063558,135.695420009829,99.2222652485563,301.564724729749,237.208156904782,73.75
636,4324,John Diebold,8 Jun 1926,0:50,...,+4:00,Weehawken,United States,40N46,074W01,76.6402324114444,49.4882892291164,80.9810242764214,36.1074765632257,355.267834598422,327.060482173201,231.012932276068,359.149189591628,142.333638273486,103.537915415833,333.396708083323,255.544622906369,73.75
637,4608,Janet Leigh,6 Jul 1927,14:15,...,+8:00,Merced,United States,37N18,120W29,103.824964478039,192.630930257371,122.212969916336,149.20820500719,138.595967529007,3.01953550798621,241.719195157203,3.41188934122989,145.171204292339,105.415331428709,218.34818991563,134.695864904031,73.75
638,4673,Roger Moore,14 Oct 1927,0:45,...,+0:00,London,United Kingdom,51N30,000W10,199.676454180229,63.9942596472884,223.787890423179,161.444247229842,201.956541647461,355.797112698478,244.604490705211,0.702409148495776,148.520236193892,107.152152749115,139.775797132892,34.9437024114501,73.75
639,4688,Patti Page,8 Nov 1927,8:13,...,+6:00,Claremore,United States,36N19,095W37,225.178540012092,35.4674242874482,229.003235973394,179.129832112902,219.232671910126,353.823593942762,247.284151946361,359.892497169732,149.027160184559,107.071423180003,240.763759203027,163.079148784602,73.75
640,4765,Frank Borman,14 Mar 1928,19:30,...,+6:00,Gary,United States,41N36,087W21,354.229277349731,268.954358912524,327.961913255525,326.217277740588,311.996563713597,11.1312937758769,258.972085816638,2.84050044969315,147.104272748816,105.020799393076,193.806214994445,106.191709317383,73.75
641,4834,Jackie Mason,9 Jun 1928,19:00,...,+6:00,Sheboygan,United States,43N45,087W43,78.8927771932939,333.898714814235,100.841381862847,72.981377117802,18.0723562866794,31.1807248470565,255.60097532942,6.96354888695191,146.692196693796,105.945637240173,253.538271537042,185.91232348023,73.75
642,4995,Bernard Haitink,4 Mar 1929,5:45,LMT,-0:20,Amsterdam,Netherlands,52N22,004E54,343.158999266649,261.380265066628,315.941038738473,27.1480084402824,87.6362896584995,37.5026629725259,269.438311890988,5.98500246576787,149.646947332546,106.339821861443,311.146159526966,249.32715012417,73.75
643,5531,Ermanno Olmi,24 Jul 1931,19:30,...,-1:00,Bergamo,Italy,45N41,009E43,120.881100874346,243.486400331254,143.974810135303,108.491750474008,175.17747993783,121.654087737065,289.123709490602,19.3787372488947,154.244543754514,110.712615820374,293.150901582037,231.163117960313,73.75
644,5658,Alan Bean,15 Mar 1932,15:10,...,+6:00,Wheeler,United States,35N27,100W16,355.082922490871,89.1597075302654,10.9017172262908,37.794515035239,345.590999424366,133.481731795875,302.001227741846,17.9585151986578,156.110250387393,110.021301327062,130.985036374536,32.6873245656342,73.75
645,5731,Jean-Jacques Sempé,17 Aug 1932,23:50,...,-1:00,Bordeaux,France,44N50,000W34,144.77342889293,344.176223876138,144.130008666705,100.936298086997,98.6535857081239,151.437533025449,299.707663449134,23.2387689040289,157.229007268931,112.583381334256,62.0373350247846,305.659626507931,73.75
646,6262,Vernon Jordan,15 Aug 1935,23:57,...,+5:00,Atlanta,United States,33N45,084W23,142.402433437931,346.212530133376,148.745874222902,172.70296139895,219.990458194977,225.251283145499,337.952484256648,35.5058961109905,163.493214613263,116.362282841404,59.8935248212687,311.068364767418,73.75
647,6698,Deacon Jones,9 Dec 1938,20:00,...,+5:00,Eatonville,United States,28N37,081W23,257.312008575146,113.617592060957,267.166354915028,229.580549105421,208.788988868886,326.602600773025,11.2500574895578,44.6027045970932,173.262003145135,121.218089517731,112.391959046021,12.739622335975,73.75
648,6908,Stu Sutcliffe,23 Jun 1940,23:25,...,-1:00,Edinburgh,United Kingdom,55N57,003W13,92.257222895145,320.038318553968,117.547524736021,96.9021884767427,113.94579949016,38.1045875468408,41.4232710844878,54.3006998238473,172.838829314341,121.618369914329,299.803861205221,246.803060359641,73.75
649,7102,Ted Kaczynski,22 May 1942,6:45,...,+5:00,Chicago,United States,41N51,087W39,60.7455480575903,140.462294172783,82.3721462644351,18.0855843694293,106.041859179743,85.7759478130691,61.7607924211712,60.4269970027204,177.168051108113,123.74275545413,81.371540738259,325.816306639236,73.75
650,7469,Karen Silkwood,19 Feb 1946,21:50,...,+6:00,Longview,United States,32N30,094W44,330.910749412186,197.738473500685,338.355990310325,335.406441029556,104.125830476821,207.244365713402,108.669936243782,73.4094564701083,188.171602675179,130.179767432091,198.954173157731,110.573882293241,73.75
651,9106,Ryan White,6 Dec 1971,13:49,...,+5:00,Kokomo,United States,40N29,086W08,253.99409399,131.173350890512,267.046211362906,279.539042253307,347.431925301873,256.669643085034,62.1496305287145,197.297752423095,243.21526222816,181.814558113619,1.75554869409024,270.930869566604,73.75
652,526,Rudolf Arnheim,15 Jul 1904,18:45,...,-1:00,Berlin,Germany,52N29,013E21,112.759260678026,147.511753067909,119.429283341058,114.804947643078,100.109800511119,28.2210897873796,319.493623247083,266.952190834589,96.3110858805179,80.9491849049522,268.493328095254,215.030368281228,73.5
653,589,Bruno Rossi,13 Apr 1905,15:40,...,-1:00,Venice,Italy,45N27,012E21,22.9948773375232,121.784986200285,37.4493549131847,43.5726966457992,234.380866075951,38.2054829763218,330.022155563028,274.230479807888,95.5822335529509,79.9811831602484,167.499232766734,74.7640072570759,73.5
654,1297,Samuel Barber,9 Mar 1910,0:05,...,+5:00,West Chester,United States,39N58,075W36,347.756840346414,316.578099267871,325.920043469907,315.455427327435,56.8827272519971,192.333186802515,21.4767766831468,294.117981911476,106.641895416569,84.8450668835445,240.740925609808,165.512956286536,73.5
655,1525,Joseph Luns,28 Aug 1911,18:00,LMT,-0:20,Rotterdam,Netherlands,51N55,004E29,154.282636390038,211.258579196463,174.041919325586,179.251080964003,56.2253237811871,219.107298526568,50.2033206925272,295.982391599049,112.834586086625,88.8144696151054,307.940265577528,247.129614830934,73.5
656,2460,Caspar Weinberger,18 Aug 1917,15:10,...,+8:00,San Francisco,United States,37N47,122W25,145.39388395806,158.451141882344,172.359066681111,175.717792937661,104.407534957813,68.6742878343822,127.017036780592,321.589109373971,125.401930246955,95.100777950709,262.973851819604,192.845999350738,73.5
657,2747,Keith Tantlinger,22 Mar 1919,0:45,...,+8:00,Orange,United States,33N47,117W51,0.679395290468225,243.134226811904,19.0770125003875,28.6583460280213,11.9896246661631,96.3841517405825,142.264312971716,329.521108756697,126.719718366997,94.5496581541303,265.76751016614,193.263002888286,73.5
658,3075,Ricardo Montalbán,25 Nov 1920,18:10,LMT,+6:37,Mexico City,Mexico,19N24,099W09,243.477199661417,62.9499330505573,226.105234214771,280.109068589055,298.822948355057,166.612604384004,173.422113225486,331.84219056506,133.734706893035,98.5075078557045,76.8959238587135,335.433182704336,73.5
659,3104,Pierre-Yves Trémois,8 Jan 1921,8:35,...,+0:00,Paris,France,48N52,002E20,287.549921991175,278.125998486149,282.390224482513,331.737400481437,332.359367798912,168.882272855355,174.787084303056,333.11661887259,133.035878447621,97.6699783536421,301.915918457799,240.592695763452,73.5
660,3351,Renata Tebaldi,1 Feb 1922,17:30,...,-1:00,Pesaro,Italy,43N54,012E55,312.058230971622,2.91337978632384,329.967280486856,310.220319087813,231.074917489097,198.893078596006,187.392790721887,338.064151486945,134.661211901756,98.3797184242933,135.329704699688,33.7515009220575,73.5
661,3618,Harry Reasoner,17 Apr 1923,0:10,...,+6:00,Dakota City,United States,42N43,094W12,26.2170830626383,36.9333300707784,35.6501521286442,348.928058902516,60.7753508181141,226.318257588068,196.039207275944,345.862650620658,135.409541403104,99.1979879504459,269.126257028096,204.461879314941,73.5
662,3641,James Arness,26 May 1923,1:26,...,+6:00,Minneapolis,United States,44N59,093W16,64.030123518672,189.64165779288,68.2697801851782,35.643145086383,86.9803240931676,221.556556893414,193.739414948561,347.243898267731,135.615739225068,99.8105559234268,343.043661213801,261.805236969364,73.5
663,3775,Jean-François Revel,19 Jan 1924,7:00,...,+0:00,Marseille,France,43N18,005E24,297.944889442596,86.3801663675311,284.782815490717,329.653599122274,239.676608912673,251.702576508689,211.882105987488,344.925640123993,139.573800624472,100.984076999195,294.408499280272,230.256007217533,73.5
664,4706,Ramsey Clark,18 Dec 1927,12:30,...,+6:00,Dallas,United States,32N47,096W48,265.848712819253,206.050107371449,254.066378685216,221.121474908307,247.318717756279,355.025245434337,251.990655242328,359.52801334788,149.11364764498,106.485698436186,355.577280362151,267.315446967326,73.5
665,5056,Chuck Barris,3 Jun 1929,16:00,...,+4:00,Philadelphia,United States,39N57,075W10,72.718795210257,21.4754864449616,80.9944046054205,30.2790207663662,132.111431078974,58.0007989973834,268.320095422408,10.6378433785188,148.756955870012,106.996914227475,201.22813691107,114.692635053461,73.5
666,5196,Roy E. Disney,10 Jan 1930,11:50,...,+8:00,Los Angeles,United States,34N03,118W15,289.874074210481,53.0986690770377,307.786312527834,283.422025995582,279.341656227344,67.0660889137947,274.860917034787,7.71294719607761,153.242235648219,108.514989344462,28.3395496161807,287.397579035209,73.5
667,5722,Barbara Gittings,31 Jul 1932,17:00,...,-1:00,Vienna,Austria,48N13,016E22,128.193135315457,106.94250165399,151.514417822369,91.0150170789271,87.2139829977647,147.729745310528,300.904867960273,23.3903682987783,156.62285648786,112.157608486958,266.740945812248,207.39159496228,73.5
668,5904,Gordon M. Shepherd,21 Jul 1933,0:25,...,+6:00,Ames,United States,42N02,093W37,118.023069978158,102.446360216583,132.493919348185,142.184966092761,187.995695042712,170.055370424532,314.179416086796,27.353611236509,158.415114001167,113.136086285134,50.5703612368605,299.060036854618,73.5
669,5974,Donald Bitzer,1 Jan 1934,0:30,...,+6:00,East St.Louis,United States,38N37,090W09,280.16931581847,104.494417011295,269.220916598629,319.923607062839,303.231037466106,201.128597308125,314.416127451718,23.4641892093368,162.304161979163,113.939550039784,194.205436019825,106.19776471818,73.5
670,6132,Jacques Loussier,26 Oct 1934,2:00,...,+0:00,Angers,France,47N28,000W33,211.968168931958,74.5203955817721,228.153371575436,205.946068711055,154.633488058102,213.230140095444,321.498557316544,29.3497135578498,163.833400662374,116.078675384604,160.209277078732,65.1429887577805,73.5
671,6337,Edward C. Stone,23 Jan 1936,4:30,...,+6:00,Knoxville,United States,41N19,093W07,302.260437489647,290.813823396628,317.594774514205,263.767771512848,336.927309949621,256.137408347367,338.105019296954,31.6203080648934,166.452339826527,116.167588675857,255.657537908198,186.507087103935,73.5
672,6446,A. B. Yehoshua,9 Dec 1936,2:30,...,-2:00,Jerusalem,Israel,31N46,035E14,256.769689446494,202.62719925535,268.055278748711,296.888207708392,194.364015256704,271.493916798279,346.125830678137,36.1537076095411,168.924108310034,118.437349699531,205.916725143504,118.201429163724,73.5
673,6734,Brian Mulroney,20 Mar 1939,22:17,...,+5:00,Baie Comeau,Canada,49N13,068W10,359.619605623554,0.311874479187794,16.817232989492,318.006877925216,269.903471366617,348.561401828531,18.3033032640428,45.2037585126874,171.752074979685,119.328026203327,229.637214181092,157.112762229216,73.5
674,6846,Tom Brokaw,6 Feb 1940,3:40,...,+6:00,Webster,United States,45N20,097W31,316.45941574606,295.045292196705,320.637410191032,352.955629799656,22.7440606912874,6.9834419917422,25.8765118654425,48.0283814260012,175.090636744429,121.455805217366,250.349372402597,183.12719264084,73.5
675,7361,Patrice Chéreau,2 Nov 1944,11:45,...,-1:00,LÃ©zignÃ©,France,47N38,000E18,219.896381957327,65.5521918962892,227.653801028893,253.12104418746,223.66659631363,170.551824182852,100.691004692332,72.3284357972657,185.269769090732,130.249903654579,265.288922719148,204.973121507261,73.5
676,8316,GG Allin,29 Aug 1956,7:40,...,+4:00,Lancaster,United States,44N29,071W34,156.089609285684,70.0457955014507,183.174138073164,110.272883776455,351.394111360121,160.745165214441,236.873620259844,124.686055248215,208.324133461578,148.556422076986,173.185032842493,81.8081440146757,73.5
677,8329,Carlo Urbani,19 Oct 1956,13:15,...,-1:00,Castelplanio,Italy,43N30,013E05,206.090412816695,23.4743009966318,190.55396769906,165.429162106207,343.6959000611,171.50142478338,240.895816818401,126.731336201636,210.004407344532,149.984577809261,290.725756776911,227.240478569985,73.5
678,873,Paul-Emile Victor,28 Jun 1907,17:30,...,-1:00,Geneva,Switzerland,46N12,006E09,95.8042802885197,315.150709483891,121.248997920809,74.6919226662608,285.618495994999,108.670439433369,357.349616599155,280.934462622691,102.101891755774,83.5645709301965,239.196461324499,168.330697361784,73.25
679,1089,Gisèle Freund,19 Dec 1908,15:30,...,-1:00,Berlin,Germany,52N29,013E21,267.323000050336,219.097922346385,264.731708433091,236.00176349652,225.744654762652,164.327715084809,3.51602895423773,285.862618595337,106.217482957534,84.7782335431807,83.3207418138741,316.178387156924,73.25
680,2263,Olivia De Havilland,1 Jul 1916,10:30,...,-9:00,Tokyo,Japan,35N42,139E46,98.8659315631658,105.54259136924,77.2438851741311,103.220317634254,167.21976959227,30.7959666186603,108.58396217648,319.171433493536,121.494709720786,92.9701527134146,172.554774314219,81.766946982001,73.25
