Index	idADB	LastName	FirstName	Gender	Day	Month	Year	Time	ZoneAbbr	ZoneTimeOffset	City	CountryState	Longitude	Latitude	Rating	Bio	Categories	Link
190	84511	Gunckel Lüer	Hugo	M	10	8	1901	01:00	LMT	09:15	Valdivia	CHILE	73W14	39S48	AA	Chilean pharmacist, botanist, and university professor, who was a founding 	Textbook/ Non-fiction, Teacher, Biology, Pharmacist, Long life  >80 yrs	https://www.astro.com/astro-databank/Gunckel Lüer,_Hugo
191	93932	Delmas	Suzanne	F	13	8	1901	13:00	LMT	-02:22	Paris Arrondissement 9	FR	2E2025	48N5221	AA	French silent film actress, known for ’’Le costaud des Épinettes’’ (1923), 	Actor/ Actress, Long life  >80 yrs	https://www.astro.com/astro-databank/Delmas,_Suzanne
192	82221	Lépine	Pierre	M	15	8	1901	18:00	LMT	-02:22	Lyon	FR	4E51	45N45	AA	French physician and biologist who worked on viruses, advancing the use of the 	Long life  >80 yrs, Family noted, Biology, Founder/ originator, Physician	https://www.astro.com/astro-databank/Lépine,_Pierre
193	60803	De Antoni	Charles	M	18	8	1901	03:00	LMT	-02:22	Bourg en Bresse	FR	5E13	46N12	AA	French musician and centenarian, titled “la doyenne des Français,“ who was 	Instrumentalist, Long life  >80 yrs	https://www.astro.com/astro-databank/De Antoni,_Charles
194	90869	Stephens	Harvey	M	22	8	1901	23:59	...	08:00	Los Angeles	CA (US)	118W15	34N03	A	American actor, known initially for his performances in Broadway productions, 	Hall of Fame, Other Sports, Kids 1-3, Number of Marriages, Live Stage, Actor/ Actress, Long life  >80 yrs	https://www.astro.com/astro-databank/Stephens,_Harvey
195	83191	de Quay	Jan	M	26	8	1901	16:30	LMT	-00:20	's-Hertogenbosch	NETH	5E19	51N42	AA	Dutch politician who served as the 31st Prime Minister of the Netherlands from 	Party Affiliation, Public office, Heads of state, Long life  >80 yrs	https://www.astro.com/astro-databank/de Quay,_Jan
196	61608	Lassen	Elna	F	27	8	1901	14:00	...	-01:00	Kongens Lyngby	DEN	12E31	55N46	AA	Danish ballerina who was the ’’premiere danseuse’’ of the Royal Danish Ballet. 	Suicide, Dancer/ Teacher	https://www.astro.com/astro-databank/Lassen,_Elna
197	92525	Groen	Appie	M	7	9	1901	15:00	LMT	-00:20	Groningen	NETH	6E3309	53N1208	AA	Dutch soccer forward who played for Be Quick with which he became national 	Sports Championship, Top 5% of Profession, Soccer (Eur.Football)	https://www.astro.com/astro-databank/Groen,_Appie
198	60182	Serrano Súñer	Ramón	M	12	9	1901	01:30	...	00:00	Cartagena	SPAIN	0W59	37N36	AA	Spanish politician during the first stages of General Francisco Franco’s 	Long life  >80 yrs, Military career, Public office	https://www.astro.com/astro-databank/Serrano Súñer,_Ramón
199	82406	Torres	Francisca Garcia	F	13	9	1901	09:30	...	00:00	Baeza	SPAIN	3W28	37N59	AA	Spanish supercentenarian who was the oldest living person in Spain since the 	Long life  >80 yrs	https://www.astro.com/astro-databank/Torres,_Francisca_Garcia
200	93617	Joly	Andrée	F	16	9	1901	02:30	LMT	-02:22	Paris Arrondissement 3	FR	2E2142	48N5150	AA	French figure skater, paired with her husband Pierre Brunet she won Olympic 	Long life  >80 yrs, Widowed, Size, Expatriate, Olympics, Personal Trainer, Coach/ Manager/ Owner, Kids - Noted, Kids 1-3, Hall of Fame, Mate - Noted, Skating, Sports Championship	https://www.astro.com/astro-databank/Joly,_Andrée
201	99846	Simonsen	Melvin	M	18	9	1901	12:00	...	-01:00	Oslo	NOR	10E45	59N55	AA	Norwegian pianist, organist, and composer who had his debut as a pianist in 	Long life  >80 yrs, Composer/ Arranger, Instrumentalist	https://www.astro.com/astro-databank/Simonsen,_Melvin
202	86720	Villagrán García	José	M	22	9	1901	06:15	LMT	06:37	Mexico City	MEX	99W09	19N24	AA	Mexican architect known for having developed several theories of Modernist 	Vocational award, Architect/ Planner, Long life  >80 yrs	https://www.astro.com/astro-databank/Villagrán García,_José
203	3990	Bresson	Robert	M	25	9	1901	13:45	LMT	-02:22	Clermont Ferrand	FR	3E05	45N47	AA	French film director of 14 films in 40 years;  he left a reputation as one of 	Concentration camp, Private, Number of Marriages, Fiction, Top 5% of Profession, Pessimist, Director	https://www.astro.com/astro-databank/Bresson,_Robert
204	71357	Bouwmeester	Lily	F	28	9	1901	18:00	LMT	-00:20	Amsterdam	NETH	4E54	52N22	AA	Dutch theatre and film actress, who was crowned with a Golden Calf for being 	Actor/ Actress, Long life  >80 yrs	https://www.astro.com/astro-databank/Bouwmeester,_Lily
205	3991	Fermi	Enrico	M	29	9	1901	19:00	...	-01:00	Rome	ITALY	12E29	41N54	AA	Italian-American physicist who, with Leo Szilard, discovered uranium fission.  	For Abstract thought, Top 5% of Profession, American Book, Kids 1-3, Number of Marriages, Teacher, Historic figure, Nobel prize, Exceptional mind, Expatriate, Physics	https://www.astro.com/astro-databank/Fermi,_Enrico
206	74063	Baboul	Eudoxie	F	1	10	1901	03:00	LMT	03:32	Sinnamary	FRGU	52W57	5N23	AA	French supercentenarian, for a while the oldest woman in France and 	Notable extremes, Long life  >80 yrs	https://www.astro.com/astro-databank/Baboul,_Eudoxie
207	3993	Giacometti	Alberto	M	10	10	1901	01:00	...	-01:00	Stampa	SWTZ	9E37	46N21	AA	Swiss sculptor and painter, known for his unique interpretations of proportion 	Family close, Number of Marriages, Skills - Multi-faceted, Work alone/ Singular role, Gain - Financial success in field, Business owner, Family supportive, Many moves, Education extensive, Family noted, Neighborhood, Vocational award, Accident/Injury, Top 5% of Profession, Culture Collection, Fine art artist	https://www.astro.com/astro-databank/Giacometti,_Alberto
208	73955	Schiøll	Nic	M	10	10	1901	00:45	...	-01:00	Oslo	NOR	10E45	59N55	AA	Norwegian sculptor. Among his sculptural works are “Grekeren“ (’The Greek’) 	Fine art artist, Long life  >80 yrs	https://www.astro.com/astro-databank/Schiøll,_Nic
209	67827	Garrone	Gabriel-Marie	M	12	10	1901	05:15	LMT	-02:22	Aix les Bains	FR	5E55	45N42	AA	French Cardinal of the Roman Catholic Church and a Prefect of the Congregation 	Long life  >80 yrs, Ecclesiastics/ western	https://www.astro.com/astro-databank/Garrone,_Gabriel-Marie
210	99835	Ingstad	Kaare	M	18	10	1901	22:00	...	-01:00	Oslo	NOR	10E45	59N55	AA	Norwegian diplomat and translator who was ambassador to the Norwegian Embassy 	Translator, Long life  >80 yrs, Diplomat	https://www.astro.com/astro-databank/Ingstad,_Kaare
211	78332	Rubio	Ana María Vela	F	29	10	1901	04:00	...	00:00	Puente-Genil	SPAIN	4W47	37N23	AA	Spanish supercentenarian who died on 15 December 2017, aged 116 years and 47 	Married late/never, Cohabitation >3 yrs, Tailor/Seamstress, Long life  >80 yrs, Other Famous	https://www.astro.com/astro-databank/Rubio,_Ana_María_Vela
212	78951	Van Steenis	Kees	M	31	10	1901	08:00	LMT	-00:20	Utrecht	NETH	5E07	52N06	AA	Dutch botanist who wrote many publications on the flora of the Maritime 	Long life  >80 yrs, Textbook/ Non-fiction, Publisher/ Editor, Biology	https://www.astro.com/astro-databank/Van Steenis,_Kees
213	3996	Leopold III	King of Belgium	M	3	11	1901	15:05	...	00:00	Brussels	BEL	4E20	50N50	AA	Belgium royalty, the King of Belgium in 1934 after the death of his father, 	Royal family, Heart, Widowed, Surgery, Accident/Injury, Long life  >80 yrs	https://www.astro.com/astro-databank/Leopold III,_King_of_Belgium
214	87887	Vochelle	Jean Léon	M	5	11	1901	08:00	LMT	-02:22	Provin	FR	2E5449	50N3056	AA	French astrologer, who died in Le Chesnay, Yvelines, on 19 June 1995, aged 	Astrologer, Long life  >80 yrs	https://www.astro.com/astro-databank/Vochelle,_Jean_Léon
215	89620	Goebbels	Magda	F	11	11	1901	01:00	...	-01:00	Berlin	GER	13E21	52N29	AA	German wife of Nazi Germany’s Propaganda Minister Joseph Goebbels; some 	Depression, Mate - Noted, Historic figure, Heart disease/attack, Constitution sensitive, Stress - Extramarital affairs, Suicide, Ambitious, Kids - Noted, Mate - Age difference >15 yrs, Activist/ political, Nazi party, Parents divorced, Expatriate, Homicide many at once, Kids >3, Number of Divorces, Number of Marriages, Illegitimate birth	https://www.astro.com/astro-databank/Goebbels,_Magda
216	82313	Margaria	Rodolfo	M	15	11	1901	16:30	...	-01:00	Châtillon	ITALY	7E37	45N45	AA	Italian physiologist, whose research on the metabolism of lactic acid, maximum 	Long life  >80 yrs, Biology	https://www.astro.com/astro-databank/Margaria,_Rodolfo
217	87593	Drews	Berta	F	19	11	1901	21:45	...	-01:00	Berlin-Tempelhof	GER	13E25	52N29	AA	German actress who appeared in more than sixty films from 1933 to 1983, along 	Kids - Noted, Kids 1-3, Mate - Noted, Number of Marriages, Autobiographer, Actor/ Actress, Biographer, Long life  >80 yrs, Vocational award	https://www.astro.com/astro-databank/Drews,_Berta
218	98762	Rodrigo	Joaquín	M	22	11	1901	01:00	...	00:00	Sagunto	SPAIN	0W16	39N41	AA	Spanish composer and virtuoso pianist best known for composing the ’’Concierto 	Marriage >15 Yrs, Mate - Noted, Kids 1-3, Widowed, Eyes, Long life  >80 yrs, Instrumentalist, Composer/ Arranger	https://www.astro.com/astro-databank/Rodrigo,_Joaquín
219	78871	Loubignac	Jean	M	23	11	1901	23:00	LMT	-02:22	Neuilly sur Seine	FR	2E16	48N53	AA	French film director, a specialist of popular comedies, well known for the film 	Director, Long life  >80 yrs	https://www.astro.com/astro-databank/Loubignac,_Jean
220	67713	Gray	Jane	F	1	12	1901	14:00	...	00:00	Newtyle	SCOT (UK)	3W0838	56N3329	AA	Australian supercentenarian who was, at 112 years, 188 days, the oldest living 	Kids 1-3, Number of Marriages, Farmer/ Rancher, Long life  >80 yrs, Notable extremes	https://www.astro.com/astro-databank/Gray,_Jane
221	97954	Arbez	Max	M	2	12	1901	06:00	LMT	-02:22	Cuiseaux	FR	5E24	46N30	AA	French insurance agent and hotelier-restaurateur, resistance fighter and 	Long life  >80 yrs	https://www.astro.com/astro-databank/Arbez,_Max
222	4000	Disney	Walt	M	5	12	1901	00:35	...	06:00	Chicago	IL (US)	87W39	41N51	A	American cartoonist who created Mickey Mouse in 1928 and later made the first 	Abuse - other addictions, Hobbies, games, For Imagination, For Creativity, Sibling circumstances, Obsessive/Compulsive Disorder, Memories Bad, Order of birth, Abuse - Physical/ Verbal, Oscar, Rags to riches, Gain - Financial success in field, Founder/ originator, Top 5% of Profession, Cartoonist, Historic figure, Culture Collection, Wealthy, Director, Entrepreneur	https://www.astro.com/astro-databank/Disney,_Walt
223	4001	Heisenberg	Werner	M	5	12	1901	16:45	...	-01:00	Würzburg	GER	9E56	49N48	AA	German scientist who, as an atomic physicist, won the Nobel Prize in physics in 	Textbook/ Non-fiction, Teacher, Eccentric, Exceptional mind, Top 5% of Profession, American Book, Historic figure, Physics, Nobel prize	https://www.astro.com/astro-databank/Heisenberg,_Werner
224	4002	Erickson	Milton	M	5	12	1901	09:18	...	08:00	Aurum	NV (US)	114W3505	39N4212	A	American hypnotherapist, acknowledged by the two major hypnosis societies as 	Alternative methods, Founder/ originator, Top 5% of Profession, Paralysis, Polio	https://www.astro.com/astro-databank/Erickson,_Milton
225	101673	Salis	Jean Rodolphe van	M	12	12	1901	02:10	...	-01:00	Bern	SWTZ	7E26	46N57	A	Swiss historian, writer and publicist who gained prominence with his weekly 	Other Writers, Radio/ D.J./ Announcer, Long life  >80 yrs	https://www.astro.com/astro-databank/Salis,_Jean_Rodolphe_van
226	44953	Cochet	Henri	M	14	12	1901	11:00	LMT	-02:22	Villeurbanne	FR	4E53	45N46	AA	French tennis champion and winner of the Wimbledon Men’s Singles championship 	Long life  >80 yrs, Skills - singular/specialist, Travel for work, Tennis, Sports Championship	https://www.astro.com/astro-databank/Cochet,_Henri
227	42135	Pitchforth	Gerald	M	15	12	1901	02:40	...	00:00	Wakefield	ENG (UK)	1W29	53N42	A	British astrologer at the hub of the London astrological scene along with 	Long life  >80 yrs, Astrologer, Military service, Voice/Speech	https://www.astro.com/astro-databank/Pitchforth,_Gerald
228	4004	Mead	Margaret	F	16	12	1901	09:00	...	05:00	Philadelphia	PA (US)	75W10	39N57	A	American cultural anthropologist who made six South Sea sojourns to study 	Bi-Sexual, Number of Marriages, Western, Misfit, Middle Management, Same Job >10 yrs, Extraordinarily nurturing, Family supportive, Illness/ Disease, Cancer, Activist/ political, Order of birth, Publisher/ Editor, Birthing - Miscarriages, Kids 1-3, Travel for work, Anthropology, I.Q. high/ Mensa level, Top 5% of Profession, Sociologist, Number of Divorces, Education extensive, Magazine/ newsletter, Historic figure, Many moves, Mate - Same sex, Profiles Of Women, Textbook/ Non-fiction	https://www.astro.com/astro-databank/Mead,_Margaret
229	79815	Josyane		F	24	12	1901	17:00	LMT	-02:22	Granville	FR	1W36	48N50	AA	French film actress whose 15 movies ranged from L’Aube de sang (1924) to 	Long life  >80 yrs, Actor/ Actress	https://www.astro.com/astro-databank/Josyane
230	75179	Van de Kamp	Peter	M	26	12	1901	14:00	LMT	-00:20	Kampen	NETH	5E54	52N33	AA	Dutch-American astronomer, best known for his exoplanet quest.  He was the son 	First in Field, For Music, Textbook/ Non-fiction, Top 5% of Profession, Astronomy, Education extensive	https://www.astro.com/astro-databank/Van de Kamp,_Peter
231	146	Dietrich	Marlene	F	27	12	1901	21:15	...	-01:00	Berlin-Schöneberg	GER	13E22	52N28	AA	German-American actress and singer who achieved 62 years of international fame 	Hall of Fame, For Languages, Autobiographer, Abuse Drugs, Abuse Alcohol, Cancer, Tony, Stroke, Oscar, Transvestite, Order of birth, Family traumatic event, Advantaged, Stress - Extramarital affairs, Marriage >15 Yrs, Kids 1-3, Extremes in quantity, Instrumentalist, Medals, Extraordinarily nurturing, Gain - Financial success in field, Top 5% of Profession, Profiles Of Women, Western, Sex-symbol, Actor/ Actress, Live Stage, Vocalist/ Pop, Rock, etc., Long life  >80 yrs, Bi-Sexual, Expatriate	https://www.astro.com/astro-databank/Dietrich,_Marlene
232	87574	Blanke	Henry	M	30	12	1901	15:30	...	-01:00	Berlin	GER	13E21	52N29	AA	German-American film producer who also worked as an assistant director, 	Top 5% of Profession, Production jobs, Playwright/ script, Director, Entertain Producer	https://www.astro.com/astro-databank/Blanke,_Henry
233	67286	Mallo	Maruja	F	5	1	1902	13:00	...	00:00	Vivero	SPAIN	7W35	43N40	AA	Spanish surrealist painter who studied arts in Madrid between 1922 and 1926, 	Long life  >80 yrs, Fine art artist, Expatriate	https://www.astro.com/astro-databank/Mallo,_Maruja
234	80251	Sicard	Solange	F	5	1	1902	04:30	LMT	-02:22	Paris Arrondissement 12	FR	2E2317	48N5028	AA	French stage and film actress who made her debut at  the Comédie-Française in 	Top 5% of Profession, Actor/ Actress	https://www.astro.com/astro-databank/Sicard,_Solange
235	82929	Beuve-Méry	Hubert	M	5	1	1902	17:00	LMT	-02:22	Paris	FR	2E20	48N52	AA	French journalist and newspaper editor who founded daily afternoon newspaper 	Marriage >15 Yrs, Long life  >80 yrs, Columnist/ journalist, Publisher/ Editor	https://www.astro.com/astro-databank/Beuve-Méry,_Hubert
236	4006	Rosenberg	Alfons	M	6	1	1902	11:30	...	-01:00	Munich	GER	11E34	48N08	A	German-Jewish writer, mystic, symbolist and astrologer from Munich who wrote 	Religion/ Philosophy, Astrologer, Long life  >80 yrs	https://www.astro.com/astro-databank/Rosenberg,_Alfons
237	4008	Bing	Rudolph	M	9	1	1902	08:00	...	-01:00	Vienna	AUS	16E2223	48N13	A	Austrian Opera Impresario, General Manager of the Metropolitan Opera House from 	Long life  >80 yrs, Gain - Financial success in field, Loss - Financial crisis, Marriage <3 Yrs, Number of Marriages, Mate - Noted, Marriage >15 Yrs, Solitary/ Introvert, Weight, Hard worker, Stressful work, Education limited, Manager/ Agent, Expatriate, Knighted, American Book, Mate - Age difference >15 yrs, Missing person, Alzheimer's/Senility	https://www.astro.com/astro-databank/Bing,_Rudolph
238	87061	Wagner	Max	M	12	1	1902	03:00	LMT	06:54	Torreón	MEX	103W26	25N33	AA	Mexican-born American film actor who specialized in playing small parts such as 	Heart disease/attack, Illness/ Disease, Other Education, Abuse Alcohol, Military service, Actor/ Actress	https://www.astro.com/astro-databank/Wagner,_Max
239	80263	Souret	Agnès	F	21	1	1902	08:00	LMT	-02:22	Bayonne	FR	1W29	43N29	AA	French actress and dancer who was the winner of the inaugural Miss France 	First in Field, Short Life <29 Yrs, Illness/ Disease, Textbook/ Non-fiction, Dancer/ Teacher, Actor/ Actress, Hair, Size, Appearance gorgeous, Beauty Queen/ King, Other Major diseases	https://www.astro.com/astro-databank/Souret,_Agnès
240	79835	Lecourtois	Daniel	M	25	1	1902	23:00	LMT	-02:22	Paris Arrondissement 16	FR	2E1634	48N5146	AA	French stage and screen actor who appeared in more than sixty films and 	Long life  >80 yrs, Actor/ Actress	https://www.astro.com/astro-databank/Lecourtois,_Daniel
241	59852	Ter Braak	Menno	M	26	1	1902	07:00	LMT	-00:20	Eibergen	NETH	6E39	52N06	AA	Dutch modernist author. Menno ter Braak was the founder of the Filmliga (Movie 	Suicide, Textbook/ Non-fiction, Magazine/ newsletter	https://www.astro.com/astro-databank/Ter Braak,_Menno
242	101302	Herzstark	Curt	M	26	1	1902	13:00	...	-01:00	Vienna	AUS	16E2223	48N1230	A	Austrian engineer and inventor who designed plans for a mechanical pocket 	Founder/ originator, First in Field, Long life  >80 yrs, Concentration camp	https://www.astro.com/astro-databank/Herzstark,_Curt
243	80022	Marchal	Arlette	F	29	1	1902	06:00	LMT	-02:22	Paris Arrondissement 6	FR	2E1958	48N5102	AA	French film actress who appeared in 41 movies between 1922 and 1951.  She died 	Long life  >80 yrs, Actor/ Actress	https://www.astro.com/astro-databank/Marchal,_Arlette
244	86722	Álvarez Bravo	Manuel	M	3	2	1902	09:00	LMT	06:37	Mexico City	MEX	99W09	19N24	AA	Mexico’s first principal artistic photographer and the most important figure in 	Number of Marriages, Historic figure, Photography, Long life  >80 yrs	https://www.astro.com/astro-databank/Álvarez Bravo,_Manuel
245	99921	Bugge	Astrid	F	7	2	1902	07:30	...	-01:00	Oslo	NOR	10E45	59N55	AA	Norwegian conservator, teacher, and writer who wrote a large number of articles 	Long life  >80 yrs, Textbook/ Non-fiction, Historian, Teacher	https://www.astro.com/astro-databank/Bugge,_Astrid
246	1562	Scholtz-Klink	Gertrud	F	9	2	1902	10:00	...	-01:00	Adelsheim	GER	9E23	49N24	AA	German Nazi, the Women’s League leader in the Third Reich who emphasized Nazi 	Nazi party, Kids >3, Widowed, Family traumatic event, Long life  >80 yrs, Kids -Traumatic event, Number of Marriages, Government employee, Crime Collection	https://www.astro.com/astro-databank/Scholtz-Klink,_Gertrud
247	89837	Corrigan	Crash	M	14	2	1902	09:00	...	06:00	Milwaukee	WI (US)	87W54	43N02	AA	American actor most famous for appearing in many B-Western movies (among these 	Kids 1-3, Number of Marriages, Aerobic exercise, Number of Divorces, Business owner, Heart disease/attack, Illness/ Disease, TV series/ Soap star, Stunt work, Actor/ Actress, Personal Trainer	https://www.astro.com/astro-databank/Corrigan,_Crash
248	53104	Vercors		M	26	2	1902	17:00	LMT	-02:22	Paris	FR	2E20	48N52	AA	French novelist, graphic artist, engraver, playwright, publisher, and essayist. 	Long life  >80 yrs, Playwright/ script, Commercial artist, Fiction	https://www.astro.com/astro-databank/Vercors
249	57475	Baranger	Marie	F	26	2	1902	14:30	LMT	-02:22	Angoulême	FR	0E09	45N39	AA	French painter, member of Ateliers d’art sacré in Paris, joined the Franciscan 	Fine art artist, Long life  >80 yrs, Ecclesiastics/ western	https://www.astro.com/astro-databank/Baranger,_Marie
250	42726	Rühmann	Heinz	M	7	3	1902	02:30	...	-01:00	Essen	GER	7E01	51N28	AA	German actor and director, onscreen from 1926.  He was a popular and well known 	Same Job >10 yrs, Director, Actor/ Actress, Long life  >80 yrs	https://www.astro.com/astro-databank/Rühmann,_Heinz
251	82376	Migliorini	Elio	M	9	3	1902	05:00	...	-01:00	Rovigo	ITALY	11E47	45N04	AA	Italian geographer, Esperantist and academic. With his brother Bruno 	Long life  >80 yrs, Textbook/ Non-fiction, Linguist, Geography	https://www.astro.com/astro-databank/Migliorini,_Elio
252	77996	Park	Robert H.	M	15	3	1902	14:00	...	-01:00	Strasbourg	FR	7E45	48N35	AA	American electrical engineer and inventor, best known for the Park’s 	Founder/ originator, Long life  >80 yrs, Electrical	https://www.astro.com/astro-databank/Park,_Robert_H.
253	86353	Ghijs	Louisa	F	19	3	1902	11:00	...	00:00	Brussels	BEL	4E20	50N50	AA	Belgian stage actress who was married to Dutch actor Johannes Heesters. Louisa 	Kids 1-3, Marriage >15 Yrs, Mate - Noted, Actor/ Actress, Long life  >80 yrs	https://www.astro.com/astro-databank/Ghijs,_Louisa
254	61170	Hagelin	Anne-Marie	F	25	3	1902	19:15	...	-01:00	Stockholm	SWED	18E03	59N20	AA	Swedish centenarian and the youngest daughter of writer August Strindberg. 	Family noted, Long life  >80 yrs	https://www.astro.com/astro-databank/Hagelin,_Anne-Marie
255	84785	Klemm	Richard	M	25	3	1902	21:15	...	-01:00	Dresden	GER	13E44	51N03	AA	German cellist, composer and teacher, whose best-remembered compositions are 	Music teacher, Instrumentalist, Composer/ Arranger, Long life  >80 yrs	https://www.astro.com/astro-databank/Klemm,_Richard
256	64458	Basset	Gaby	F	29	3	1902	22:00	LMT	-02:22	Varennes St.Sauveur	FR	5E15	46N29	AA	French actress. She was married to Jean Gabin 1925-1929. She died on 7 October 	Long life  >80 yrs, Actor/ Actress	https://www.astro.com/astro-databank/Basset,_Gaby
257	94024	Ray	Paulette	F	29	3	1902	03:30	LMT	-02:22	Neuilly sur Seine	FR	2E16	48N53	AA	French stage and silent film actress, and the sister of the actress Pierrette 	Live Stage, Actor/ Actress, Long life  >80 yrs	https://www.astro.com/astro-databank/Ray,_Paulette
258	99972	Wilson	Walter	M	31	3	1902	01:00	...	-01:00	Oslo	NOR	10E45	59N55	AA	Norwegian journalist, editor, and politician of the Conservative Party (Høyre) 	Long life  >80 yrs, Party Affiliation, Publisher/ Editor	https://www.astro.com/astro-databank/Wilson,_Walter
259	93844	Higonnet	René	M	5	4	1902	17:00	LMT	-02:22	Valence	FR	4E54	44N56	AA	French engineer and inventor who co-developed the phototypesetting process with 	Expatriate, Long life  >80 yrs, Other Engineer, Founder/ originator, Hall of Fame	https://www.astro.com/astro-databank/Higonnet,_René
260	58965	Monod	Théodore	M	9	4	1902	04:15	LMT	-02:22	Rouen	FR	1E05	49N26	AA	French explorer, naturalist, and humanist scholar. He was professor at the 	Long life  >80 yrs, Ethnologist	https://www.astro.com/astro-databank/Monod,_Théodore
261	26441	Hausmann	Hans	M	10	4	1902	20:45	...	-01:00	Sigmaringen	GER	9E13	48N05	A	German pro astrologer and writer, an advocate of scientific astrology.  With a 	Astrology, Long life  >80 yrs, Astrologer	https://www.astro.com/astro-databank/Hausmann,_Hans
262	89858	Henry	Marguerite	F	13	4	1902	11:00	...	06:00	Milwaukee	WI (US)	87W54	43N02	AA	American author of children’s books, who wrote fifty-nine books based on true 	Marriage >15 Yrs, Stroke, Illness/ Disease, Long life  >80 yrs, Animals, pets, Kids none, Medals, Textbook/ Non-fiction, Fiction, Children's literature	https://www.astro.com/astro-databank/Henry,_Marguerite
263	54705	Pessa	Fernando	M	15	4	1902	14:00	LMT	00:35	Aveiro	PORT	8W39	40N38	AA	Portuguese  journalist and reporter on radio and television. He died on 29 	Columnist/ journalist, Long life  >80 yrs	https://www.astro.com/astro-databank/Pessa,_Fernando
264	86663	Torres Bodet	Jaime	M	17	4	1902	02:00	LMT	06:37	Mexico City	MEX	99W09	19N24	AA	Mexican politician, diplomat and writer who served in the executive cabinet of 	Public office, Diplomat, Other Writers, Top executive, Suicide, Government employee	https://www.astro.com/astro-databank/Torres Bodet,_Jaime
265	4024	Baum	Julie	F	19	4	1902	11:39:55	...	-01:00	Erpfingen	GER	9E11	48N29	A	German-American astrologer who came to the U.S. in 1922.  Her serious study of 	Long life  >80 yrs, Expatriate, Astrologer	https://www.astro.com/astro-databank/Baum,_Julie
266	65543	Berthet	Emile	M	24	4	1902	02:00	LMT	-02:22	Montceau les Mines	FR	4E22	46N40	AA	French criminal, a.k.a. “Edmond,“ sentenced to death and executed in France. He 	Other Death, Homicide serial, Thief/ Financial crime, Other Criminal	https://www.astro.com/astro-databank/Berthet,_Emile
267	70833	Aabel	Per	M	25	4	1902	07:15	...	-01:00	Oslo	NOR	10E45	59N55	AA	Norwegian actor, costume designer, dancer, choreographer, and stage instructor. 	Married late/never, Long life  >80 yrs, Other Awards, Medals, Gay, Kids none, Voice-Over, Actor/ Actress	https://www.astro.com/astro-databank/Aabel,_Per
268	4027	Tobey	Carl Payne	M	27	4	1902	22:32	...	05:00	Lynbrook	NY (US)	73W40	40N39	A	American astrologer and editor of four national magazines.  He conducted his 	Occult/ Misc. Collection, Publisher/ Editor, Top 5% of Profession, Astrology, Astrologer, Administrator	https://www.astro.com/astro-databank/Tobey,_Carl_Payne
269	40195	Kastler	Alfred	M	3	5	1902	13:45	...	-01:00	Gebweiler	FR	7E12	47N55	AA	French nuclear physicist who discovered and developed the methods for observing 	Pacifist/  Objector, Education extensive, Long life  >80 yrs, Physics, Nobel prize, Top 5% of Profession	https://www.astro.com/astro-databank/Kastler,_Alfred
270	75388	Ording	Jørgen Fredrik	M	3	5	1902	07:00	...	-01:00	Oslo	NOR	10E45	59N55	AA	Norwegian teacher and translator. As a student he was a member of the communist 	Long life  >80 yrs, Translator, Textbook/ Non-fiction, Teacher	https://www.astro.com/astro-databank/Ording,_Jørgen_Fredrik
271	78723	Geurtz	Cor	M	4	5	1902	03:00	LMT	-00:20	Rotterdam	NETH	4E29	51N55	AA	Dutch supercentenarian, who was the oldest known resident of the Netherlands 	Notable extremes, Long life  >80 yrs	https://www.astro.com/astro-databank/Geurtz,_Cor
272	62430	Biemond	Arie	M	5	5	1902	02:00	LMT	-00:20	Amsterdam	NETH	4E54	52N22	AA	Dutch professor of neurology.  Arie Biemond, or “Aay“ as his intimate friends 	Researcher, Top 5% of Profession, Physician	https://www.astro.com/astro-databank/Biemond,_Arie
273	73147	Ernø	Gotfred	M	5	5	1902	02:30	...	-01:00	Oslo	NOR	10E45	59N55	AA	Norwegian business magnate. His father, the Austrian immigrant Ernst 	Top executive, Long life  >80 yrs	https://www.astro.com/astro-databank/Ernø,_Gotfred
274	52423	Ophüls	Max	M	6	5	1902	11:00	...	-01:00	Saarbrücken (Saarland)	GER	6E59	49N14	AA	German/French/American film and stage director, and screenwriter. The Jewish 	Illness/ Disease, Heart, Playwright/ script, Director	https://www.astro.com/astro-databank/Ophüls,_Max
275	55753	Lauer	Jean-Philippe	M	7	5	1902	03:15	LMT	-02:22	Paris	FR	2E20	48N52	AA	French architect and Egyptologist. He was considered to be the foremost expert 	Travel for work, Architect/ Planner, Long life  >80 yrs, Advantaged	https://www.astro.com/astro-databank/Lauer,_Jean-Philippe
276	4032	Lwoff	André	M	8	5	1902	14:00	LMT	-02:22	Ainay-le-Château	FR	2E42	46N43	AA	French biologist and physician, winner of the Nobel Prize in Medicine, 1965.  	Biology, Teacher, Administrator, Long life  >80 yrs, Marriage >15 Yrs, Nobel prize, Physician	https://www.astro.com/astro-databank/Lwoff,_André
277	4033	Selznick	David O.	M	10	5	1902	10:00	...	05:00	Pittsburgh	PA (US)	80W0	40N26	A	American film producer who was among the top five “champion of champion“ film 	Juggles lots at once, Principled strongly, Idealist, Entertain Producer, Heart, Vocational award, Top 5% of Profession, Kids 1-3, Mate - Noted, Number of Divorces, Number of Marriages, American Book, Oscar	https://www.astro.com/astro-databank/Selznick,_David_O.
