"ARN","Name","WikiConfirmed","DeathDateConfirmed","IsDuplicate"
"975","Dent, John H.","TRUE","TRUE","FALSE"
"976","Stöpel, Kurt","TRUE","TRUE","FALSE"
"977","Annenberg, Walter H.","TRUE","TRUE","FALSE"
"978","Berlinger, Barney","TRUE","TRUE","FALSE"
"979","Bodenheimer, Edgar","TRUE","TRUE","FALSE"
"980","Varno, Roland","TRUE","TRUE","FALSE"
"981","Bingen, Jacques","TRUE","TRUE","FALSE"
"982","Wieseman, Frederick L.","TRUE","TRUE","FALSE"
"983","Gundersen, Oscar Christian","TRUE","TRUE","FALSE"
"984","Gasté, Loulou","TRUE","TRUE","FALSE"
"985","Auvin, Roger","TRUE","TRUE","FALSE"
"986","Steiner, Gerolf","TRUE","TRUE","FALSE"
"987","Ingersoll, Warren","TRUE","TRUE","FALSE"
"988","Huntley-Robertson, Charles","TRUE","TRUE","FALSE"
"989","Jensen, Bernard","TRUE","FALSE","FALSE"
"990","Stangl, Franz","TRUE","TRUE","FALSE"
"991","Boehm, Sydney","TRUE","TRUE","FALSE"
"992","Davis, Bette","TRUE","TRUE","FALSE"
"993","Karajan, Herbert von","TRUE","TRUE","FALSE"
"994","Davies, John Paton Jr.","TRUE","TRUE","FALSE"
"995","Fitzsimmons, Frank","TRUE","TRUE","FALSE"
"996","Bayard, Samuel Preston","TRUE","TRUE","FALSE"
"997","Brauer, Georg","TRUE","TRUE","FALSE"
"998","McKinsey, J. C. C.","TRUE","TRUE","FALSE"
"999","Bakewell, William","TRUE","TRUE","FALSE"
"1000","Bloom, Robert","TRUE","TRUE","FALSE"
"1001","Phillips, Ada Lilian","FALSE","FALSE","FALSE"
"1002","Foulk, Robert","TRUE","TRUE","FALSE"
"1003","Geymonat, Ludovico","TRUE","TRUE","FALSE"
"1004","Gazier, Albert","TRUE","FALSE","FALSE"
"1005","Ledermann, Eric","TRUE","TRUE","FALSE"
"1006","Stewart, James","TRUE","TRUE","FALSE"
"1007","Bardeen, John","TRUE","TRUE","FALSE"
"1008","Boucher, Hélène","TRUE","TRUE","FALSE"
"1009","McAllister, Mary","TRUE","TRUE","FALSE"
"1010","Ameche, Don","TRUE","TRUE","FALSE"
"1011","Stuart, Streeter","FALSE","FALSE","FALSE"
"1012","Hannay-Thompson, Winifred","FALSE","FALSE","FALSE"
"1013","Kirn, Louis Joseph","TRUE","TRUE","FALSE"
"1014","Marto, Francisco","TRUE","TRUE","FALSE"
"1015","Rathgeber, Henri Daniel","TRUE","TRUE","FALSE"
"1016","Holloway, Edward E.","TRUE","TRUE","FALSE"
"1017","Feder, Abe","TRUE","TRUE","FALSE"
"1018","House, Howard P.","TRUE","FALSE","FALSE"
"1019","Gordon, Cyrus H.","TRUE","TRUE","FALSE"
"1020","Narcejac, Thomas","TRUE","TRUE","FALSE"
"1021","Bailleux, Fernand Jean","FALSE","FALSE","FALSE"
"1022","Orleans, Henri Comte","TRUE","FALSE","FALSE"
"1023","Solem, Håkon","TRUE","TRUE","FALSE"
"1024","Berle, Milton","TRUE","TRUE","FALSE"
"1025","Lionel, Frederic","FALSE","FALSE","FALSE"
"1026","Leighton, Alexander H.","TRUE","TRUE","FALSE"
"1027","Laird, Susan","TRUE","TRUE","FALSE"
"1028","Schwable, Frank","TRUE","TRUE","FALSE"
"1029","Merz, Louis L.","TRUE","TRUE","FALSE"
"1030","Jenner, William E.","TRUE","TRUE","FALSE"
"1031","Carré, Ambroise-Marie","TRUE","TRUE","FALSE"
"1032","Doukan, Gilbert","FALSE","FALSE","FALSE"
"1033","Schneider, Rudi","TRUE","TRUE","FALSE"
"1034","Magni, Eva","TRUE","TRUE","FALSE"
"1035","Hansen, Max","FALSE","FALSE","FALSE"
"1036","Holt, Harold","TRUE","TRUE","FALSE"
"1037","Hygen, Georg","TRUE","TRUE","FALSE"
"1038","Thornhill, Claude","TRUE","TRUE","FALSE"
"1039","Solomon, Peggy","TRUE","TRUE","FALSE"
"1040","Kerner, Otto","TRUE","TRUE","FALSE"
"1041","Cole, Orlando","TRUE","TRUE","FALSE"
"1042","Ingrand, Henri","TRUE","TRUE","FALSE"
"1043","Cartier-Bresson, Henri","TRUE","TRUE","FALSE"
"1044","McKim, Musa","TRUE","TRUE","FALSE"
"1045","Long, Vivian","FALSE","FALSE","FALSE"
"1046","Young, Marguerite","TRUE","TRUE","FALSE"
"1047","Michelet, Jean","TRUE","FALSE","FALSE"
"1048","Lortat-Jacob, Jean-Louis","TRUE","FALSE","FALSE"
"1049","Black, Matthew","FALSE","FALSE","FALSE"
"1050","Amaldi, Edoardo","TRUE","TRUE","FALSE"
"1051","Pavese, Cesare","TRUE","TRUE","FALSE"
"1052","Ducaux, Annie","TRUE","TRUE","FALSE"
"1053","Silverstein, Abe","TRUE","TRUE","FALSE"
"1054","Singleton, Penny","TRUE","TRUE","FALSE"
"1055","McBride, John C.","TRUE","TRUE","FALSE"
"1056","Laat, André de","TRUE","FALSE","FALSE"
"1057","Courlander, Harold","TRUE","TRUE","FALSE"
"1058","Slobodkina, Esphyr","TRUE","TRUE","FALSE"
"1059","Cloward, Ralph Bingham","TRUE","TRUE","FALSE"
"1060","Beaufrand, Roger","TRUE","TRUE","FALSE"
"1061","Bos, Ery","TRUE","TRUE","FALSE"
"1062","Monneret, Georges","TRUE","FALSE","FALSE"
"1063","Randall, Naomi W.","TRUE","TRUE","FALSE"
"1064","Lombard, Carole","TRUE","TRUE","FALSE"
"1065","Ghizzetti, Aldo","TRUE","TRUE","FALSE"
"1066","Delphin, Rigmor Dahl","FALSE","FALSE","FALSE"
"1067","Fink, Dan","TRUE","FALSE","FALSE"
"1068","Dobschinski, Walter","TRUE","TRUE","FALSE"
"1069","Morales Pérez, Tomás","TRUE","TRUE","FALSE"
"1070","Berigan, Bunny","TRUE","TRUE","FALSE"
"1071","Abbott, Delila","TRUE","TRUE","FALSE"
"1072","Trigère, Pauline","TRUE","TRUE","FALSE"
"1073","McCarthy, Joseph","TRUE","FALSE","FALSE"
"1074","Emmanuelle, Sister","TRUE","TRUE","FALSE"
"1075","Coca, Imogene","TRUE","TRUE","FALSE"
"1076","Romano, John","TRUE","TRUE","FALSE"
"1077","Richards, Paul","TRUE","FALSE","FALSE"
"1078","Bartholomé, Ernst","TRUE","TRUE","FALSE"
"1079","Lévi-Strauss, Claude","TRUE","TRUE","FALSE"
"1080","Powell, Richard P.","TRUE","TRUE","FALSE"
"1081","Karcis, John","TRUE","TRUE","FALSE"
"1082","Versyp, Louis","TRUE","TRUE","FALSE"
"1083","Edel, Abraham","TRUE","TRUE","FALSE"
"1084","Aurdal, Synnøve Anker","TRUE","TRUE","FALSE"
"1085","Hanford, William Edward","TRUE","TRUE","FALSE"
"1086","Bernard, Theos","TRUE","FALSE","FALSE"
"1087","Long, Clarence","TRUE","TRUE","FALSE"
"1088","Long, Doc","FALSE","FALSE","FALSE"
"1089","Freund, Gisèle","TRUE","TRUE","FALSE"
"1090","Sørensen, Birger","TRUE","TRUE","FALSE"
"1091","Weaver, Sylvester","TRUE","TRUE","FALSE"
"1092","Bill, Max","TRUE","TRUE","FALSE"
"1093","Bonelli, Giovanni","TRUE","TRUE","FALSE"
"1094","Crisp, Quentin","TRUE","TRUE","FALSE"
"1095","Cameron, Angus","TRUE","TRUE","FALSE"
"1096","Berg, Karl","TRUE","TRUE","FALSE"
"1097","Borge, Victor","TRUE","TRUE","FALSE"
"1098","Blystad, Arne Sr.","TRUE","TRUE","FALSE"
"1099","Schouteet, Albert","TRUE","FALSE","FALSE"
"1100","Darrah, William Culp","TRUE","FALSE","FALSE"
"1101","Lubbe, Marinus van der","TRUE","TRUE","FALSE"
"1102","Gleadow, Rupert S.","FALSE","FALSE","FALSE"
"1103","Fourcade, Maurice","FALSE","FALSE","FALSE"
"1104","Aboulker-Muscat, Colette Béatrice","TRUE","TRUE","FALSE"
"1105","Pullen, Purv","TRUE","TRUE","FALSE"
"1106","Weil, Simone","TRUE","TRUE","FALSE"
"1107","Dorenfeldt, Lauritz","TRUE","TRUE","FALSE"
"1108","Bichat, Jean","TRUE","FALSE","FALSE"
"1109","Calindri, Ernesto","TRUE","TRUE","FALSE"
"1110","Zavala, Silvio","TRUE","TRUE","FALSE"
"1111","Mankiewicz, Joseph L.","TRUE","TRUE","FALSE"
"1112","De la Fuente, Saturnino","TRUE","TRUE","FALSE"
"1113","Salet, Francis","TRUE","FALSE","FALSE"
"1114","Vasalis","TRUE","TRUE","FALSE"
"1115","Marin, Jean","TRUE","FALSE","FALSE"
"1116","Fearing, Vivian","FALSE","FALSE","FALSE"
"1117","Moran, Lois","TRUE","TRUE","FALSE"
"1118","Amaury, Emilien","TRUE","TRUE","FALSE"
"1119","Malet, Léo","TRUE","FALSE","FALSE"
"1120","Ward, H. J.","TRUE","TRUE","FALSE"
"1121","Monna, Antonie Frans","TRUE","FALSE","FALSE"
"1122","Pieyre de Mandiargues, André","TRUE","TRUE","FALSE"
"1123","Alexander, Finn","FALSE","FALSE","FALSE"
"1124","Gallo, Ernest","TRUE","TRUE","FALSE"
"1125","Frankenberg und Proschlitz, Egbert von","TRUE","FALSE","FALSE"
"1126","Simon, Andrea Heinemann","TRUE","TRUE","FALSE"
"1127","Mercure, Jean","TRUE","FALSE","FALSE"
"1128","Simonet, Gabriel-Sébastien","TRUE","FALSE","FALSE"
"1129","Tyler, Walter H.","TRUE","TRUE","FALSE"
"1130","Kinney, Jack","TRUE","TRUE","FALSE"
"1131","Passelecq, Georges","FALSE","FALSE","FALSE"
"1132","Bates, Elizabeth Fetzer","TRUE","TRUE","FALSE"
"1133","Musser, Walton","TRUE","TRUE","FALSE"
"1134","Springer, William L.","TRUE","TRUE","FALSE"
"1135","Sullavan, Margaret","TRUE","TRUE","FALSE"
"1136","Dauer, Victor","TRUE","TRUE","FALSE"
"1137","Poher, Alain","TRUE","TRUE","FALSE"
"1138","Walters, Bucky","TRUE","TRUE","FALSE"
"1139","May, Rollo","TRUE","TRUE","FALSE"
"1140","Montanelli, Indro","TRUE","TRUE","FALSE"
"1141","Levi-Montalcini, Rita","TRUE","TRUE","FALSE"
"1142","Collin, Rodney","TRUE","TRUE","FALSE"
"1143","Stauffer, Teddy","TRUE","TRUE","FALSE"
"1144","Da Silva, Howard","TRUE","TRUE","FALSE"
"1145","Land, Edwin H.","TRUE","TRUE","FALSE"
"1146","Van Hool, Julia","TRUE","FALSE","FALSE"
"1147","Jurney, Dorothy Misener","TRUE","TRUE","FALSE"
"1148","Bousquet, René","TRUE","TRUE","FALSE"
"1149","Harshaw, Margaret","TRUE","TRUE","FALSE"
"1150","Behle, William H.","TRUE","TRUE","FALSE"
"1151","Solovera, Clara","TRUE","TRUE","FALSE"
"1152","Wilson, Charles","FALSE","FALSE","FALSE"
"1153","Schneider, Magda","TRUE","TRUE","FALSE"
"1154","Argan, Giulio Carlo","TRUE","TRUE","FALSE"
"1155","Rothschild, Guy de","TRUE","TRUE","FALSE"
"1156","Sobel Smith, Helen","TRUE","TRUE","FALSE"
"1157","Truhaut, René","TRUE","TRUE","FALSE"
"1158","Garcia-Pelayo, Manuel","TRUE","TRUE","FALSE"
"1159","Brockbank, Bernard P.","TRUE","TRUE","FALSE"
"1160","Domach, Walter J.","TRUE","FALSE","FALSE"
"1161","Busby, Matt","TRUE","TRUE","FALSE"
"1162","Miller, J. Irwin","TRUE","TRUE","FALSE"
"1163","Waters, Dale","TRUE","TRUE","FALSE"
"1164","Pérez, Juan Vicente","TRUE","TRUE","FALSE"
"1165","Mohler, Orville","TRUE","TRUE","FALSE"
"1166","Schmitt, Gladys","TRUE","TRUE","FALSE"
"1167","Kerg, Théo","TRUE","TRUE","FALSE"
"1168","Kort, Wim de","TRUE","FALSE","FALSE"
"1169","Coe, James","TRUE","TRUE","FALSE"
"1170","Chevigné, Pierre de","TRUE","TRUE","FALSE"
"1171","Hertz, Roy","FALSE","FALSE","FALSE"
"1172","Beatriz de Borbón","TRUE","TRUE","FALSE"
"1173","Rouquier, Georges","TRUE","TRUE","FALSE"
"1174","Parker, Colonel Tom","FALSE","FALSE","FALSE"
"1175","Onetti, Juan Carlos","TRUE","TRUE","FALSE"
"1176","Guiral, Pierre","FALSE","FALSE","FALSE"
"1177","Butz, Earl","TRUE","TRUE","FALSE"
"1178","Herman, Billy","TRUE","TRUE","FALSE"
"1179","Ricard, Paul","TRUE","TRUE","FALSE"
"1180","Hervey, Irene","TRUE","TRUE","FALSE"
"1181","DeRita, Curly Joe","TRUE","TRUE","FALSE"
"1182","Meys, Marcel","TRUE","TRUE","FALSE"
"1183","Mauric, André","TRUE","FALSE","FALSE"
"1184","Walter, Marie-Thérèse","TRUE","TRUE","FALSE"
"1185","Hamburger, Jean","TRUE","TRUE","FALSE"
"1186","Vélez, Lupe","TRUE","TRUE","FALSE"
"1187","Wolgast, Midget","TRUE","TRUE","FALSE"
"1188","Verly, Michèle","TRUE","TRUE","FALSE"
"1189","Andros, Phil","TRUE","TRUE","FALSE"
"1190","Finn, John William","TRUE","TRUE","FALSE"
"1191","Gavazzeni, Gianandrea","TRUE","TRUE","FALSE"
"1192","Allan, Margaret","TRUE","TRUE","FALSE"
"1193","Pardo Casas, Antonio","TRUE","FALSE","FALSE"
"1194","Miller, Neal E.","TRUE","TRUE","FALSE"
"1195","Newman, Joseph M.","TRUE","TRUE","FALSE"
"1196","Escobar-Jones, Thyrza","FALSE","FALSE","FALSE"
"1197","Dibble, Charles E.","TRUE","TRUE","FALSE"
"1198","Luporini, Cesare","TRUE","TRUE","FALSE"
"1199","Jarnigan, Horace","TRUE","FALSE","FALSE"
"1200","Gasparro, Frank","TRUE","TRUE","FALSE"
"1201","Pozzi, Charles","TRUE","TRUE","FALSE"
"1202","Deluol, André","TRUE","FALSE","FALSE"
"1203","de Tommaso, Carmen","TRUE","FALSE","FALSE"
"1204","Huyghe, Gérard","FALSE","FALSE","FALSE"
"1205","Peplau, Hildegard","TRUE","TRUE","FALSE"
"1206","Stern, David III","TRUE","TRUE","FALSE"
"1207","Willebrands, Johannes","TRUE","TRUE","FALSE"
"1208","Heiberg, Bernt","TRUE","TRUE","FALSE"
"1209","Ziegler, William H.","TRUE","TRUE","FALSE"
"1210","Jackson, Archie","TRUE","TRUE","FALSE"
"1211","Guibaud, Eugène","TRUE","TRUE","FALSE"
"1212","Twitty, Howard Sr.","FALSE","FALSE","FALSE"
"1213","Magdalena, Archduchess of Austria","TRUE","FALSE","FALSE"
"1214","Beauvallet, Jacques","TRUE","FALSE","FALSE"
"1215","Devries, Ivan","FALSE","FALSE","FALSE"
"1216","Ryczek, Ervin J.","TRUE","TRUE","FALSE"
"1217","Riesman, David","TRUE","TRUE","FALSE"
"1218","Diedrich, Charlotte","FALSE","FALSE","FALSE"
"1219","Frankovich, M. J.","TRUE","TRUE","FALSE"
"1220","Yorty, Sam","TRUE","TRUE","FALSE"
"1221","Berg, Pearl","TRUE","FALSE","FALSE"
"1222","Böcker, Jan","TRUE","FALSE","FALSE"
"1223","Sweeny, Charles Francis","TRUE","TRUE","FALSE"
"1224","Ponchardier, Pierre","TRUE","FALSE","FALSE"
"1225","Boyle, Robert F.","TRUE","TRUE","FALSE"
"1226","Hershkovitz, Philip","TRUE","TRUE","FALSE"
"1227","Ripple, Jimmy","TRUE","TRUE","FALSE"
"1228","Wick, Gian Carlo","TRUE","TRUE","FALSE"
"1229","Bobbio, Norberto","TRUE","TRUE","FALSE"
"1230","Beatty, Robert","TRUE","TRUE","FALSE"
"1231","Halvorsen, Stein Grieg","TRUE","TRUE","FALSE"
"1232","Encinas Aguayo, Emma Catalina","TRUE","TRUE","FALSE"
"1233","Reese, Hank","TRUE","TRUE","FALSE"
"1234","Williams, Jack","FALSE","FALSE","FALSE"
"1235","Gumbert, Harry","TRUE","TRUE","FALSE"
"1236","Doehring, John","TRUE","TRUE","FALSE"
"1237","Polignac, Louis de","TRUE","FALSE","FALSE"
"1238","Shannon, Paul","TRUE","TRUE","FALSE"
"1239","Richey, Helen","TRUE","TRUE","FALSE"
"1240","Galante, Pierre","TRUE","FALSE","FALSE"
"1241","Tranter, Nigel","TRUE","TRUE","FALSE"
"1242","Dee, Frances","TRUE","TRUE","FALSE"
"1243","Oblad, Alex Golden","TRUE","TRUE","FALSE"
"1244","Falls, Harold","TRUE","TRUE","FALSE"
"1245","Agee, James","TRUE","TRUE","FALSE"
"1246","Johnson, Jack","TRUE","TRUE","FALSE"
"1247","Shanley, Lila","TRUE","TRUE","FALSE"
"1248","DeShong, Jimmie","TRUE","TRUE","FALSE"
"1249","Schmitz, Sybille","TRUE","TRUE","FALSE"
"1250","Olsen, Arne Thomas","TRUE","TRUE","FALSE"
"1251","Ferrati, Sarah","TRUE","TRUE","FALSE"
"1252","Jarrot, André","TRUE","FALSE","FALSE"
"1253","Steen, Randi Heide","TRUE","TRUE","FALSE"
"1254","Tanner, Wilmer W.","TRUE","FALSE","FALSE"
"1255","Horton, William Sr.","TRUE","TRUE","FALSE"
"1256","Brochmann, Odd","TRUE","TRUE","FALSE"
"1257","Nautin, Léon","FALSE","FALSE","FALSE"
"1258","Kahahawai, Joseph","TRUE","TRUE","FALSE"
"1259","Arkus-Duntov, Zora","TRUE","TRUE","FALSE"
"1260","Pietrasanta, Ninì","TRUE","TRUE","FALSE"
"1261","González Valenzuela, Delfina","TRUE","TRUE","FALSE"
"1262","Read, David","TRUE","FALSE","FALSE"
"1263","Douglass, Charles","TRUE","TRUE","FALSE"
"1264","McKim, Josephine","TRUE","TRUE","FALSE"
"1265","Zimmerman, Robert C.","TRUE","TRUE","FALSE"
"1266","Rothschild, Alain de","TRUE","TRUE","FALSE"
"1267","Fiedler, Bill","TRUE","TRUE","FALSE"
"1268","Rainer, Luise","TRUE","TRUE","FALSE"
"1269","Leuliet, Géry","TRUE","TRUE","FALSE"
"1270","Bruusgaard, Chris","TRUE","TRUE","FALSE"
"1271","Gilbert, Stephen","TRUE","TRUE","FALSE"
"1272","Suicide: Gunshot 4533","FALSE","FALSE","FALSE"
"1273","Schellenberg, Walter","FALSE","FALSE","FALSE"
"1274","Rush, Kenneth","TRUE","TRUE","FALSE"
"1275","Nordlie, Jens Henrik","TRUE","TRUE","FALSE"
"1276","Sweetland, Monroe","TRUE","TRUE","FALSE"
"1277","Giraci, Mae","TRUE","TRUE","FALSE"
"1278","Reinhardt, Django","TRUE","TRUE","FALSE"
"1279","Verdier, Henri","FALSE","FALSE","FALSE"
"1280","Haas, Mary","TRUE","TRUE","FALSE"
"1281","Venuta, Benay","TRUE","TRUE","FALSE"
"1282","Cochran, Philip","TRUE","TRUE","FALSE"
"1283","Perlasca, Giorgio","TRUE","TRUE","FALSE"
"1284","Hauteclocque, Pierre de","TRUE","FALSE","FALSE"
"1285","Hardy, Forsyth","TRUE","TRUE","FALSE"
"1286","Chauve, Pierre","FALSE","FALSE","FALSE"
"1287","Juster, Leif","TRUE","TRUE","FALSE"
"1288","Dills, Ralph","TRUE","TRUE","FALSE"
"1289","Wassmer, Ted","TRUE","TRUE","FALSE"
"1290","Bennett, Joan","TRUE","TRUE","FALSE"
"1291","Horn, Ted","TRUE","TRUE","FALSE"
"1292","Johnson, Kelly","FALSE","FALSE","FALSE"
"1293","Boswell, Ben","TRUE","TRUE","FALSE"
"1294","Eagleson, Oran Wendle","TRUE","FALSE","FALSE"
"1295","Guth, Paul","TRUE","TRUE","FALSE"
"1296","Kahanamoku, Sargent","TRUE","TRUE","FALSE"
"1297","Barber, Samuel","TRUE","TRUE","FALSE"
"1298","Lee, Sue Ko","TRUE","FALSE","FALSE"
"1299","Marto, Jacinta","TRUE","TRUE","FALSE"
"1300","Desfourneaux, René Henri","FALSE","FALSE","FALSE"
"1301","Olivero, Magda","TRUE","TRUE","FALSE"
"1302","Sundra, Steve","TRUE","TRUE","FALSE"
"1303","Nibley, Hugh","TRUE","TRUE","FALSE"
"1304","Maurice, Prince of Teck","TRUE","FALSE","FALSE"
"1305","Dietrich, Bill","TRUE","TRUE","FALSE"
"1306","Heyerdahl, Jens P.","TRUE","FALSE","FALSE"
"1307","Xavier, Chico","TRUE","TRUE","FALSE"
"1308","Hagedoorn, Georgette","FALSE","FALSE","FALSE"
"1309","Irvine, Richard","TRUE","TRUE","FALSE"
"1310","Doerr, Harriet","TRUE","TRUE","FALSE"
"1311","Dake, Arthur","TRUE","TRUE","FALSE"
"1312","Guesné, Jeanne","TRUE","FALSE","FALSE"
"1313","Gibbons, Harold J.","TRUE","TRUE","FALSE"
"1314","Tate, James Hugh Joseph","TRUE","TRUE","FALSE"
"1315","Spínola, Antonio de","FALSE","FALSE","FALSE"
"1316","Oliver, Ruth Hale","TRUE","TRUE","FALSE"
"1317","Thévenet, Fernand","FALSE","FALSE","FALSE"
"1318","Gilchrist, Andrew Graham","TRUE","TRUE","FALSE"
"1319","Álvaro of Orleans, Duke of Galliera","TRUE","TRUE","FALSE"
"1320","Friedrich Franz, Grand Duke of Mecklenburg","TRUE","TRUE","FALSE"
"1321","Ku, Ah Jook","TRUE","TRUE","FALSE"
"1322","Oliver, Gordon","TRUE","TRUE","FALSE"
"1323","Battles, Clifford","TRUE","TRUE","FALSE"
"1324","Kottler, Martin","TRUE","TRUE","FALSE"
"1325","Bacon, Edmund","TRUE","TRUE","FALSE"
"1326","Gibson, Doris","TRUE","TRUE","FALSE"
"1327","Petersen, Howard C.","TRUE","TRUE","FALSE"
"1328","Kilenyi, Edward Jr.","TRUE","FALSE","FALSE"
"1329","Holmes, Mary A.","FALSE","FALSE","FALSE"
"1330","Davis, Johnnie","TRUE","TRUE","FALSE"
"1331","Simionato, Giulietta","TRUE","FALSE","FALSE"
"1332","Bouvard, René","TRUE","FALSE","FALSE"
"1333","Pisu, Mario","TRUE","TRUE","FALSE"
"1334","Tessier, Marie-Rose","TRUE","FALSE","FALSE"
"1335","Parenti, Giuseppe","FALSE","FALSE","FALSE"
"1336","Kline, Franz","TRUE","TRUE","FALSE"
"1337","Helguera, Jesús","TRUE","TRUE","FALSE"
"1338","Rosales, Luis","TRUE","TRUE","FALSE"
"1339","Christensen, Frank","TRUE","TRUE","FALSE"
"1340","Callan, James L.","TRUE","TRUE","FALSE"
"1341","Berque, Jacques","TRUE","TRUE","FALSE"
"1342","Washburn, Bradford","TRUE","TRUE","FALSE"
"1343","Sebastian, Mike","TRUE","TRUE","FALSE"
"1344","Cummings, Robert","TRUE","TRUE","FALSE"
"1345","Beauvoir, Hélène de","TRUE","TRUE","FALSE"
"1346","Cousteau, Jacques","TRUE","TRUE","FALSE"
"1347","Double, William F.","TRUE","TRUE","FALSE"
"1348","Ballester, Gonzalo Torrente","TRUE","TRUE","FALSE"
"1349","McKinley, Ray","TRUE","TRUE","FALSE"
"1350","Eshbach, Lloyd Arthur","TRUE","TRUE","FALSE"
"1351","Hinckley, Gordon B.","TRUE","TRUE","FALSE"
"1352","Hamilton, George Heard","TRUE","FALSE","FALSE"
"1353","Mellon, Larry Jr.","TRUE","FALSE","FALSE"
"1354","Joubert, Pierre","TRUE","TRUE","FALSE"
"1355","McIntyre, Peter","TRUE","TRUE","FALSE"
"1356","Lazorthes, Guy","TRUE","TRUE","FALSE"
"1357","Patou, André","TRUE","TRUE","FALSE"
"1358","Merton, Robert K.","TRUE","TRUE","FALSE"
"1359","Oosterwijck, Ursmar van","FALSE","FALSE","FALSE"
"1360","Jarlaud, Edmée","TRUE","FALSE","FALSE"
"1361","Blane, Sally","TRUE","TRUE","FALSE"
"1362","Bacon, Faith","TRUE","TRUE","FALSE"
"1363","Molenaar, Ben","TRUE","FALSE","FALSE"
"1364","Schoemann, Gloria","TRUE","TRUE","FALSE"
"1365","Blesy, Louis","FALSE","FALSE","FALSE"
"1366","Tovar, Lupita","TRUE","TRUE","FALSE"
"1367","de Evia, Edgar","TRUE","TRUE","FALSE"
"1368","Taro, Gerda","TRUE","TRUE","FALSE"
"1369","Chazottes, Gilberte","FALSE","FALSE","FALSE"
"1370","Gray, Gordon Joseph","TRUE","TRUE","FALSE"
"1371","Schaeffer, Pierre","TRUE","TRUE","FALSE"
"1372","Myers, Billy","TRUE","TRUE","FALSE"
"1373","Clarke, Mae","TRUE","TRUE","FALSE"
"1374","Bowser, Alpha L.","TRUE","TRUE","FALSE"
"1375","Koopmans, Tjalling Charles","TRUE","TRUE","FALSE"
"1376","Anderson, Tom","TRUE","TRUE","FALSE"
"1377","Loinger, Georges","TRUE","TRUE","FALSE"
"1378","Ciano, Edda","TRUE","TRUE","FALSE"
"1379","Aydelotte, William O.","TRUE","TRUE","FALSE"
"1380","Diaz, Adam Perez","TRUE","TRUE","FALSE"
"1381","Barrault, Jean-Louis","TRUE","TRUE","FALSE"
"1382","Evans, Thomas Mellon","TRUE","TRUE","FALSE"
"1383","Ruiz, Maclovia","TRUE","TRUE","FALSE"
"1384","Nichols, Nick","TRUE","TRUE","FALSE"
"1385","Radacher, Peter","TRUE","TRUE","FALSE"
"1386","Bookatz, Samuel","TRUE","TRUE","FALSE"
"1387","Castle, Barbara","TRUE","TRUE","FALSE"
"1388","Boonstra-van der Bijl, Cornelia","TRUE","FALSE","FALSE"
"1389","Alyn, Kirk","TRUE","TRUE","FALSE"
"1390","Dubost, Paulette","TRUE","TRUE","FALSE"
"1391","Finne, Ferdinand","TRUE","TRUE","FALSE"
"1392","Keene, Paul K.","TRUE","TRUE","FALSE"
"1393","Francis, W. Nelson","TRUE","TRUE","FALSE"
"1394","Krol, John Joseph","FALSE","FALSE","FALSE"
"1395","Derouet, Edgard","TRUE","FALSE","FALSE"
"1396","Nemours, Aurélie","TRUE","TRUE","FALSE"
"1397","Yeon, John","TRUE","TRUE","FALSE"
"1398","Freeland, Lillian R.","FALSE","FALSE","FALSE"
"1399","Favre, Louis","TRUE","FALSE","FALSE"
"1400","Beggs, Joe","TRUE","TRUE","FALSE"
"1401","Verhaeghe, Julia","TRUE","TRUE","FALSE"
"1402","Moreno, José Elías","TRUE","TRUE","FALSE"
"1403","Jeanneney, Jean-Marcel","TRUE","TRUE","FALSE"
"1404","DeCamp, Rosemary","TRUE","TRUE","FALSE"
"1405","Johnson, Ellen H.","TRUE","FALSE","FALSE"
"1406","Vermeersch, Jeannette","TRUE","TRUE","FALSE"
"1407","Reeves, Harry","TRUE","TRUE","FALSE"
"1408","Henry, Edmond","TRUE","FALSE","FALSE"
"1409","Boite, André","TRUE","TRUE","FALSE"
"1410","Jurika, Stephen","TRUE","TRUE","FALSE"
"1411","Jordan, Augustin","TRUE","TRUE","FALSE"
"1412","Grene, Marjorie","TRUE","TRUE","FALSE"
"1413","Troinski, E.H.","FALSE","FALSE","FALSE"
"1414","Lezama Lima, José","TRUE","TRUE","FALSE"
"1415","Collomb, Francisque","TRUE","TRUE","FALSE"
"1416","Bouglione, Rosa","TRUE","TRUE","FALSE"
"1417","Malm, Ole Jacob","TRUE","TRUE","FALSE"
"1418","María de las Mercedes, Countess of Barcelona","TRUE","TRUE","FALSE"
"1419","Argentina, Imperio","TRUE","TRUE","FALSE"
"1420","van Wissen, Herman","TRUE","FALSE","FALSE"
"1421","Bowles, Paul","TRUE","TRUE","FALSE"
"1422","Aumont, Jean-Pierre","TRUE","TRUE","FALSE"
"1423","Overbeek, Theodoor","TRUE","TRUE","FALSE"
"1424","Carl Bernadotte, Prince of Sweden","TRUE","TRUE","FALSE"
"1425","Riemsdijk, Henk van","TRUE","FALSE","FALSE"
"1426","Hughes, Roy","FALSE","FALSE","FALSE"
"1427","Bates, Robert","TRUE","TRUE","FALSE"
"1428","Kan, Wim","TRUE","TRUE","FALSE"
"1429","Lapébie, Roger","TRUE","TRUE","FALSE"
"1430","Carter, Oliver","TRUE","TRUE","FALSE"
"1431","Stigler, George","TRUE","TRUE","FALSE"
