Index	Name	BirthYear	DescriptionText
925	Dinah Shore	1916	
926	Robert Shaw	1916	
927	John D. MacDonald	1916	
928	Jack Hawkins	1916	
929	Licio Gelli	1919	
930	Hamish Henderson	1919	
931	Anne Cox Chambers	1919	
932	Manitas de Plata	1921	
933	Tex Winter	1922	
934	Jackie Cooper	1922	
935	George Lindbeck	1923	
936	Albert Allen Bartlett	1923	
937	Maria Perego	1923	
938	Cloris Leachman	1926	
939	Jacobo Zabludovsky	1928	
940	Jasraj	1930	
941	Skeeter Davis	1931	
942	Paul Krassner	1932	
943	Ian Carr	1933	
944	Norman D. Shumway	1934	
945	Timothy West	1934	
946	Jacques Gaillot	1935	
947	Paul Andreu	1938	
948	Steve Paxton	1939	
949	Brett Whiteley	1939	
950	Dougal Haston	1940	
951	Pat Schroeder	1940	
952	Petra Kelly	1947	
953	Rino Gaetano	1950	
954	Bernard Loiseau	1951	
955	Jim Harbaugh	1963	
956	Chyna	1969	
957	Zino Francescatti	1902	
958	RenÃ© Char	1907	
959	Abe Silverstein	1908	
960	Alain Poher	1909	
961	Robert F. Boyle	1909	
962	Gian Carlo Wick	1909	
963	Gian Carlo Menotti	1911	
964	Pierre Balmain	1914	
965	Forrest Ackerman	1916	
966	Georges Marchais	1920	
967	Ruby Dee	1922	
968	Sam Francis	1923	
969	Linda Darnell	1923	
970	James S. Holmes	1924	
971	Hal Holbrook	1925	
972	Maureen Stapleton	1925	
973	Michel Jouvet	1925	
974	AndrÃ©e Putman	1925	
975	Tom Bosley	1927	
976	Robert Guillaume	1927	
977	Pilar Lorengar	1928	
978	James Last	1929	
979	Bob Mathias	1930	
980	Bob Uecker	1934	
981	Tiziano Terzani	1938	
982	Donald Gurnett	1940	
983	Robert Quine	1942	
984	William H. Pitsenbarger	1944	
985	Giulio Giorello	1945	
986	Franco Harris	1950	
987	Riccardo Morandi	1902	
988	Walter Heitler	1904	
989	James J. Braddock	1905	
990	Christiane Desroches Noblecour	1913	
991	Mark Goodson	1915	
992	Gustave Choquet	1915	
993	Jean Erdman	1916	
994	Giorgio Bassani	1916	
995	Alexander Vraciu	1918	
996	Ivo Caprino	1920	
997	Yuri Kochiyama	1921	
998	Guido MÃ¼nch	1921	
999	Jane Russell	1921	
1000	Jay Presson Allen	1922	
1001	Cyd Charisse	1922	
1002	Edward F. Edinger	1922	
1003	Tom Cade	1928	
1004	Nils Christie	1928	
1005	Ruben Salazar	1928	
1006	Manuel FelguÃ©rez	1928	
1007	Bert Fields	1929	
1008	Jane Powell	1929	
1009	Gavin MacLeod	1931	
1010	Marc Fumaroli	1932	
1011	Howard Schnellenberger	1934	
1012	Dean Stockwell	1936	
1013	Suzanne Pleshette	1937	
1014	Susannah York	1939	
1015	Rigo Tovar	1946	
1016	Michel Berger	1947	
1017	Bill Walton	1952	
1018	Anne Dufourmantelle	1964	
1019	Gianluca Vialli	1964	
1020	Alfred MÃ©traux	1902	
1021	Erich Neumann	1905	
1022	Paul Oskar Kristeller	1905	
1023	Primo Carnera	1906	
1024	Jonathan Rhoads	1907	
1025	Marie-Claude Vaillant-Couturie	1912	
1026	Victor Mature	1913	
1027	Alan Cranston	1914	
1028	Simon Waronker	1915	
1029	Claude Roy	1915	
1030	Miguel Aceves MejÃ­a	1915	
1031	Edna Lewis	1916	
1032	Marcelino Camacho	1918	
1033	Sidney Gottlieb	1918	
1034	Giuseppe Patroni-Griffi	1921	
1035	Gaston RÃ©buffat	1921	
1036	Buddy Collette	1921	
1037	Brian Keith	1921	
1038	Gabriel Ferrater	1922	
1039	Wilfrid Rall	1922	
1040	Otis Chandler	1927	
1041	John Najarian	1927	
1042	Walter Mondale	1928	
1043	Charlotte von Mahlsdorf	1928	
1044	Ethel Kennedy	1928	
1045	Katherine Helmond	1929	
1046	Robert Morris	1931	
1047	David Wilkerson	1931	
1048	Michael Lonsdale	1931	
1049	Shammi Kapoor	1931	
1050	Don Walsh	1931	
1051	Bobby Unser	1934	
1052	Pete du Pont	1935	
1053	Robert Conrad	1935	
1054	Kim Fowley	1939	
1055	Raquel Welch	1940	
1056	Holland Taylor	1943	
1057	Florence Ballard	1943	
1058	Alberto Nisman	1963	
1059	GÃ¼nther Anders	1902	
1060	Emilio FernÃ¡ndez	1904	
1061	Simone Beck	1904	
1062	Ludwig Lachmann	1906	
1063	Richard Rado	1906	
1064	Giuseppe Occhialini	1907	
1065	Walter H. Annenberg	1908	
1066	Don Ameche	1908	
1067	Jean Hamburger	1909	
1068	Alain de Rothschild	1910	
1069	Frederick Seitz	1911	
1070	Adolf Galland	1912	
1071	William Wesley Peters	1912	
1072	Maria Franziska von Trapp	1914	
1073	RaÃºl Anguiano	1915	
1074	Hank Locklin	1918	
1075	Gilbert Plass	1920	
1076	Alene Duerk	1920	
1077	Fernando Riera	1920	
1078	Ezzard Charles	1921	
1079	Shoshana Damari	1923	
1080	Jack Chick	1924	
1081	Robert W. McCollum	1925	
1082	Honor Blackman	1925	
1083	Joe Jamail	1925	
1084	Peter Graves	1926	
1085	Duke Snider	1926	
1086	Mildred Fay Jefferson	1927	
1087	Pierre BergÃ©	1930	
1088	Philip Baker Hall	1931	
1089	Alfred Worden	1932	
1090	Loren Graham	1933	
1091	Phill Niblock	1933	
1092	George Segal	1934	
1093	Lee Elder	1934	
1094	Mickey Wright	1935	
1095	Len Dawson	1935	
1096	Jerry Douglas	1935	
1097	Jean-Claude van Itallie	1936	
1098	Ray Nitschke	1936	
1099	Pierre BÃ©nichou	1938	
1100	Michel Ciment	1938	
1101	B. J. Thomas	1942	
1102	Marc Moulin	1942	
1103	Tony Esposito	1943	
1104	Tom Seaver	1944	
1105	Christa McAuliffe	1948	
1106	Daniel Negreanu	1974	
1107	Heather O'Rourke	1975	
1108	Elisabeth Schwarzhaupt	1901	
1109	Hans Jonas	1903	
1110	Roger Peyrefitte	1907	
1111	Woody Hayes	1913	
1112	Henri Nannen	1913	
1113	Cliffie Stone	1917	
1114	AlÃ­ Chumacero	1918	
1115	Ernst Otto Fischer	1918	
1116	Morris Kight	1919	
1117	Franca Valeri	1920	
1118	Ãvry Schatzman	1920	
1119	Deborah Kerr	1921	
1120	Russ Meyer	1922	
1121	Charles E. Silberman	1925	
1122	Arianna W. Rosenbluth	1927	
1123	Annie Cordy	1928	
1124	Garner Ted Armstrong	1930	
1125	Rip Taylor	1931	
1126	Maury Wills	1932	
1127	Charlie Wilson	1933	
1128	John Bradshaw	1933	
1129	Forrest Gregg	1933	
1130	Dominique Venner	1935	
1131	Paul Hornung	1935	
1132	Al Unser	1939	
1133	Alexei Panshin	1940	
1134	Rolim Amaro	1942	
1135	Paul-Henri Nargeolet	1946	
1136	Wes Unseld	1946	
1137	Bernd Eichinger	1949	
1138	Franco Moschino	1950	
1139	John Callahan	1951	
1140	Brad Delp	1951	
1141	Florence Griffith Joyner	1959	
1142	Dana Plato	1964	
1143	Per Aabel	1902	
1144	Curt Siodmak	1902	
1145	Albert Gregory Meyer	1903	
1146	Hans Wallach	1904	
1147	Anita Brenner	1905	
1148	Janet Gaynor	1906	
1149	Cyrus H. Gordon	1908	
1150	Georges Rouquier	1909	
1151	Mary Haas	1910	
1152	Arno Schmidt	1914	
1153	VÃ­tÄzslava KaprÃ¡lovÃ¡	1915	
1154	Mario Monicelli	1915	
1155	Marcel Bigeard	1916	
1156	Orville Freeman	1918	
1157	Oluf Reed-Olsen	1918	
1158	Jose Greco	1918	
1159	JosÃ© Hermano Saraiva	1919	
1160	Esther Williams	1921	
1161	Chico Hamilton	1921	
1162	Marjorie Cameron	1922	
1163	Georg Kreisler	1922	
1164	Jock Stein	1922	
1165	Peter O'Donnell	1924	
1166	Jim Corbett	1924	
1167	Warren Miller	1924	
1168	Russell Hoban	1925	
1169	Robin Moore	1925	
1170	Folco Quilici	1930	
1171	Gilberto Aceves Navarro	1931	
1172	Sylvano Bussotti	1931	
1173	Renato Martino	1932	
1174	Alain BarriÃ¨re	1935	
1175	Joseph Flummerfelt	1937	
1176	Raoul Cauvin	1938	
1177	Marlos Nobre	1939	
1178	Nick Buoniconti	1940	
1179	Catherine Cesarsky	1943	
1180	Harley Race	1943	
1181	Klaus Nomi	1944	
1182	Terry Funk	1944	
1183	Domenic Troiano	1946	
1184	Bobby Bonds	1946	
1185	Max Maven	1950	
1186	Mango	1954	
1187	Aaron Pryor	1955	
1188	Elvis Stojko	1972	
1189	Viggo WiderÃ¸e	1904	
1190	Kay Francis	1905	
1191	Paul Grimault	1905	
1192	Felix Gilbert	1905	
1193	Kurt Gerstein	1905	
1194	Hans Bernd von Haeften	1905	
1195	Antonio Guiteras	1906	
1196	Henri Storck	1907	
1197	Milton S. Plesset	1908	
1198	Bradford Washburn	1910	
1199	Carlo Ponti	1912	
1200	Jacqueline De Romilly	1913	
1201	Dominique Rolin	1913	
1202	Sylvia Porter	1913	
1203	Laurindo Almeida	1917	
1204	Marion Donovan	1917	
1205	Luis Nishizawa	1918	
1206	Jacques Laurent	1919	
1207	Jean Daniel	1920	
1208	Richard Sakakida	1920	
1209	Gilbert Durand	1921	
1210	Richard Clement Wade	1921	
1211	Roger Raveel	1921	
1212	Hal Moore	1922	
1213	Bill Burrud	1925	
1214	FranÃ§ois Morellet	1926	
1215	AgustÃ­n GarcÃ­a Calvo	1926	
1216	SÃ©rgio Rodrigues	1927	
1217	Kate Wilhelm	1928	
1218	Ian Bannen	1928	
1219	Christopher Kovacevich	1928	
1220	William R. Polk	1929	
1221	Antonio Carbajal	1929	
1222	Carmen Sevilla	1930	
1223	Bill Brock	1930	
1224	Mary L. Good	1931	
1225	Michael McClure	1932	
1226	Jean-Pierre Cassel	1932	
1227	Mel Ramos	1935	
1228	Lina Morgan	1936	
1229	Olavo de Carvalho	1947	
1230	Alan Longmuir	1948	
1231	Radka Toneff	1952	
1232	Billy Mackenzie	1957	
1233	Sandy West	1959	
1234	Johnny Weir	1984	
1235	Bobbi Kristina Brown	1993	
1236	Claude Autant-Lara	1901	
1237	Marguerite Henry	1902	
1238	Ernst Wilhelm Nay	1902	
1239	Franz Burda	1903	
1240	Haakon Lie	1905	
1241	Yves AllÃ©gret	1905	
1242	Maurice Cloche	1907	
1243	Melvin Belli	1907	
1244	Willem van Otterloo	1907	
1245	Frank Fitzsimmons	1908	
1246	Hugh Nibley	1910	
1247	Silvan Tomkins	1911	
1248	Pierre Grimal	1912	
1249	Saima Harmaja	1913	
1250	Marcel Landowski	1915	
1251	Bert Haanstra	1916	
1252	Heloise Bowles Cruse	1919	
1253	Luciano Chailly	1920	
1254	George Groves	1921	
1255	Robert L. Letsinger	1921	
1256	Raymond Goethals	1921	
1257	Lila Cockrell	1922	
1258	Roland Dumas	1922	
1259	Robert Trias	1923	
1260	Rina Lazo	1923	
1261	Willigis JÃ¤ger	1925	
1262	Linda Goodman	1925	
1263	FranÃ§ois Gros	1925	
1264	Franklin Sousley	1925	
1265	David Hamburg	1925	
1266	JosÃ© Cardoso Pires	1925	
1267	Roger Cayrel	1925	
1268	Art Arfons	1926	
1269	Jacques VilleglÃ©	1926	
1270	Nancy Spero	1926	
1271	Capucine	1928	
1272	Georges-Jean Arnaud	1928	
1273	Daniel WidlÃ¶cher	1929	
1274	Craig Kauffman	1932	
1275	GeneviÃ¨ve de Fontenay	1932	
1276	Michel David-Weill	1932	
1277	Robert Blake	1933	
1278	Edward Bond	1934	
1279	Charlie Gracie	1936	
1280	Dennis Linde	1943	
1281	Joe Morgan	1943	
1282	Levi Watkins	1944	
1283	Kadri Gopalnath	1949	
1284	Daniella Perez	1970	
1285	Julien Green	1900	
1286	Jaime Torres Bodet	1902	
1287	Alfredo Binda	1902	
1288	Ellin Berlin	1903	
1289	Lalla Romano	1906	
1290	Theun de Vries	1907	
1291	Imogene Coca	1908	
1292	Hildegard Peplau	1909	
1293	Luise Rinser	1911	
1294	A.E. Van Vogt	1912	
1295	Hadda Brooks	1916	
1296	Alfredo Ripstein	1916	
1297	William von Eggers Doering	1917	
1298	J. B. Fuqua	1918	
1299	AndrÃ© Bettencourt	1919	
1300	Betty Garrett	1919	
1301	Albert Batteux	1919	
1302	Oscar Brand	1920	
1303	Hans Blumenberg	1920	
1304	Jeraldine Saunders	1923	
1305	Robert Craft	1923	
1306	James H. Kasler	1926	
1307	Sydney Omarr	1926	
1308	Curtis Harrington	1926	
1309	John Chamberlain	1927	
1310	Dieter Hildebrandt	1927	
1311	Ronaldo BÃ´scoli	1928	
1312	Alberto BaillÃ¨res	1931	
1313	Gerald Carr	1932	
1314	Nick Kotz	1932	
1315	Paul de Senneville	1933	
1316	Anne Sylvestre	1934	
1317	Nino Ferrer	1934	
1318	Marc AugÃ©	1935	
1319	Willie McCovey	1938	
1320	Jair Rodrigues	1939	
1321	Mark Hampton	1940	
1322	Timmy Thomas	1944	
1323	Danny Sugerman	1954	
1324	Benoit Violier	1971	
1325	Hans Fritzsche	1900	
1326	Louis Leprince-Ringuet	1901	
1327	Gerrit Jan van der Veen	1902	
1328	Herbert Busemann	1905	
1329	Pierre Vilar	1906	
1330	Wilhelm Magnus	1907	
1331	Christopher Fry	1907	
1332	Jean Delannoy	1908	
1333	Marguerite Young	1908	
1334	Emery Hawkins	1912	
1335	Elsa Morante	1912	
1336	Jim Backus	1913	
1337	Eddie Constantine	1913	
1338	Alice T. Schafer	1915	
1339	Jean Stafford	1915	
1340	FranÃ§oise Giroud	1916	
1341	John W. Powell	1919	
1342	Harry Alan Towers	1920	
1343	Nanette Fabray	1920	
1344	Warren Spahn	1921	
1345	Leon Hale	1921	
1346	Robert Bruce Merrifield	1921	
1347	Vance Bourjaily	1922	
1348	Gene Reynolds	1923	
1349	Josephine Clay Ford	1923	
1350	William A. Fraker	1923	
1351	Dorothy Malone	1924	
1352	Arthur Janov	1924	
1353	Christian Fredrik Borchgrevink	1924	
1354	Allan Sherman	1924	
1355	Martha Hildebrandt	1925	
1356	Samuel Dash	1925	
1357	Johnny Horton	1925	
1358	Alain Touraine	1925	
1359	Lawrence Turman	1926	
1360	Enzo Tortora	1928	
1361	John S. Dunne	1929	
1362	Larry Stevenson	1930	
1363	Jean Vuarnet	1933	
1364	Rudi van Dantzig	1933	
1365	William G. Bowen	1933	
1366	Brad Steiger	1936	
1367	Michel Aumont	1936	
1368	Mary McFadden	1938	
1369	Irwin Goodman	1943	
1370	Bobby Keys	1943	
1371	Robbie McIntosh	1950	
1372	Alex Chilton	1950	
1373	Jean TeulÃ©	1953	
1374	Cecil Fielder	1963	
1375	Edmundo O'Gorman	1906	
1376	Gladys Bentley	1907	
1377	Pauline TrigÃ¨re	1908	
1378	JosÃ© Lezama Lima	1910	
1379	Gunther Plaut	1912	
1380	William Inge	1913	
1381	John Guedel	1913	
1382	Sheldon Vanauken	1914	
1383	Dorothy Cheney	1916	
1384	Wally Jay	1917	
1385	Pita Amor	1918	
1386	Florence Chadwick	1918	
1387	Sacha Vierny	1919	
1388	Kenneth W. Thompson	1921	
1389	Denise Duval	1921	
1390	ValÃ©rie AndrÃ©	1922	
1391	Ralph Lazo	1924	
1392	Stuart Wagstaff	1925	
1393	Harold Fischer	1925	
1394	William F. Miller	1925	
1395	Harold L. Humes	1926	
1396	Warren Oates	1928	
1397	Jeanne Loriod	1928	
1398	Hayden Fry	1929	
1399	Philip Hoffman	1930	
1400	Anne Stevenson	1933	
1401	Enzo Siciliano	1934	
1402	M. Stanton Evans	1934	
1403	Mary Travers	1936	
1404	Charles G. Boyd	1938	
1405	Gudrun Ensslin	1940	
1406	Carlo Benetton	1943	
1407	Jan-Carl Raspe	1944	
1408	Phil Seymour	1952	
1409	Lisa Marie Presley	1968	
1410	Pedro SuÃ¡rez-VÃ©rtiz	1969	
1411	Jonathan Brandis	1976	
1412	William H. Ziegler	1909	
1413	Edgar de Evia	1910	
1414	W. Nelson Francis	1910	
1415	Rafael ArnÃ¡iz BarÃ³n	1911	
1416	David Rousset	1912	
1417	Woody Herman	1913	
1418	Ray Dandridge	1913	
1419	Wolfgang Windgassen	1914	
1420	Rogers Morton	1914	
1421	Philip JosÃ© Farmer	1918	
1422	Carole Landis	1919	
1423	Nilla Pizzi	1919	
1424	Guido Cantelli	1920	
1425	Ruth Graham	1920	
1426	Yves Robert	1920	
1427	Franco Lucentini	1920	
1428	Juanita Kreps	1921	
1429	Samuel P. Hays	1921	
1430	Harald Quandt	1921	
1431	Fred J. Koenekamp	1922	
1432	Kenneth Franklin	1923	
1433	David Bretherton	1924	
1434	Margaret K. Butler	1924	
1435	Lucebert	1924	
1436	Rosario Castellanos	1925	
1437	RubÃ©n Fuentes	1926	
1438	Edmund Keeley	1928	
1439	Camilla Wicks	1928	
1440	Paige Rense	1929	
1441	Charles Foley	1930	
1442	Mady MesplÃ©	1931	
1443	John Hall	1932	
1444	William Smith	1933	
1445	Bobby Helms	1933	
1446	Ward Just	1935	
1447	Phil Niekro	1939	
1448	Jean-Claude Gaudin	1939	
1449	Mike Pinder	1941	
1450	HervÃ© Villechaize	1943	
1451	Jack Wrangler	1946	
1452	Philippe Pozzo Di Borgo	1951	
1453	Miss Cleo	1962	
1454	Eddie Albert	1906	
1455	Donald W. Reynolds	1906	
1456	Georg Haentzschel	1907	
1457	Georg Brauer	1908	
1458	Manuel Garcia-Pelayo	1909	
1459	Philip Hershkovitz	1909	
1460	HÃ©lÃ¨ne de Beauvoir	1910	
1461	Georges Loinger	1910	
1462	John Yeon	1910	
1463	Margaret Hodges	1911	
1464	Milton Shapp	1912	
1465	Jean Lescure	1912	
1466	Renato Castellani	1913	
1467	FÃ©licien Marceau	1913	
1468	Knut Nystedt	1915	
1469	Andrew Heiskell	1915	
1470	Georgette Seabrooke	1916	
1471	Willa Kim	1917	
1472	Wenche Foss	1917	
1473	Alfred Apaka	1919	
1474	Maurice Girodias	1919	
1475	William S. Richardson	1919	
1476	Robert B. Asprey	1923	
1477	Roger Pierre	1923	
1478	Eugenio Garza LagÃ¼era	1923	
1479	Espen SkjÃ¸nberg	1924	
1480	Margaret Fulton	1924	
1481	Virginia E. Johnson	1925	
1482	Thomas Winning	1925	
1483	Jean Raspail	1925	
1484	H. Norman Abramson	1926	
1485	Al Ries	1926	
1486	Charles Blackman	1928	
1487	Dara Singh	1928	
1488	Edgar Lansbury	1930	
1489	JosÃ© JimÃ©nez Lozano	1930	
1490	Lucia BosÃ¨	1931	
1491	Vivienne Malone-Mayes	1932	
1492	Ben Aronov	1932	
1493	Fred L. Turner	1933	
1494	Walter LaFeber	1933	
1495	Luther Allison	1939	
1496	Arno	1949	
1497	Andre Matos	1971	
1498	MÃ³nica Santa MarÃ­a	1972	
1499	Brad Renfro	1982	
1500	JosÃ© Gomes Ferreira	1900	
1501	Leopoldo MÃ©ndez	1902	
1502	Jean Aurenche	1903	
1503	Ernst Hermann Meyer	1905	
1504	Gilbert Roland	1905	
1505	Grete Sultan	1906	
1506	Lester Lanin	1907	
1507	Alice Marriott	1907	
1508	Lucien Laurent	1907	
1509	Alexander H. Leighton	1908	
1510	Magda Schneider	1909	
1511	Pierre Harmel	1911	
1512	GÃ¼nther Gerzso	1915	
1513	Arnoldo FoÃ 	1916	
1514	Alain PoirÃ©	1917	
1515	Cleveland Amory	1917	
1516	Robert Shields	1918	
1517	Britt Woodman	1920	
1518	Richard Farnsworth	1920	
1519	Madeleine Lebeau	1921	
1520	Corinne Luchaire	1921	
1521	Vera-Ellen	1921	
1522	Daniel GÃ©lin	1921	
1523	William Roth	1921	
1524	Ray Manley	1921	
1525	Beatrice Worsley	1921	
1526	GÃ©rard Calvi	1922	
1527	Kenny Dorham	1924	
1528	Barefoot Sanders	1925	
1529	Mick McGahey	1925	
1530	JoaquÃ­n Vargas GÃ³mez	1925	
1531	James Hillman	1926	
1532	Peter G. Ossorio	1926	
1533	Michio Kushi	1926	
1534	Marc Bohan	1926	
1535	Daryl Gates	1926	
1536	Elisabeth Elliot	1926	
1537	Rosario Ibarra	1927	
1538	Teresa J. Vietti	1927	
1539	Egil Monn-Iversen	1928	
1540	Orson Bean	1928	
1541	William D. Sellers	1928	
1542	James Douglas	1929	
1543	Patrick Flores	1929	
1544	Owen Gingerich	1930	
1545	Calvin Graham	1930	
1546	Ollie Matson	1930	
1547	Ricardo GarcÃ­a Sainz	1930	
1548	Kui Lee	1932	
1549	Thomas P. Salmon	1932	
1550	HervÃ© Bourges	1933	
1551	Richard G. Hatcher	1933	
1552	Yigal Tumarkin	1933	
1553	John Korty	1936	
1554	Pierre Christin	1938	
1555	Sonny Barger	1938	
1556	Lynn Harrell	1944	
1557	FranÃ§ois Cevert	1944	
1558	Dorothy Stratten	1960	
1559	Mary Kay Letourneau	1962	
1560	Vinnie Paul	1964	
1561	Manuel Maples Arce	1900	
1562	Pierre Matisse	1900	
1563	Heinrich Gerhard Kuhn	1904	
1564	Allan Jones	1907	
1565	Gerolf Steiner	1908	
1566	Margaret Sullavan	1909	
1567	Paul Ricard	1909	
1568	Peter McIntyre	1910	
1569	Annie Skau Berntsen	1911	
1570	Henri Troyat	1911	
1571	Claude Pompidou	1912	
1572	Richard Helms	1913	
1573	Ruth Stone	1915	
1574	Hank Luisetti	1916	
1575	Early Wynn	1920	
1576	Marga Minco	1920	
1577	Jean Carmet	1920	
1578	Forbes Carlile	1921	
1579	Georges Wilson	1921	
1580	Guy Madison	1922	
1581	Carilda Oliver Labra	1922	
1582	Betsy Bloomingdale	1922	
1583	Robert von Mehren	1922	
1584	Gianna Beretta Molla	1922	
1585	Christian Dotremont	1922	
1586	Knox Martin	1923	
1587	Pierre Barillet	1923	
1588	Jay Kordich	1923	
1589	Melvin E. Biddle	1923	
1590	Herbert Gold	1924	
1591	Renato Balestra	1924	
1592	Benjamin Hooks	1925	
1593	Doris Hart	1925	
1594	Arrigo Levi	1926	
1595	Sidney Drell	1926	
1596	Harry Mulisch	1927	
1597	William Dawson	1927	
1598	Robert Butler	1927	
1599	Carl Gardner	1928	
1600	Billy Strange	1930	
1601	Nancy Ledins	1932	
1602	Allan Fotheringham	1932	
1603	Doyle Brunson	1933	
1604	Fergus Millar	1935	
1605	Hagood Hardy	1937	
1606	Michael Longley	1939	
1607	Robert James Waller	1939	
1608	Thomas M. Disch	1940	
1609	Just Jaeckin	1940	
1610	Yves Navarre	1940	
1611	Superstar Billy Graham	1943	
1612	GÃ©rard Collomb	1947	
1613	Andrew Cunanan	1969	
1614	Ryan Dunn	1977	
1615	Henri Guillaumet	1902	
1616	Ervin Nyiregyhazi	1903	
1617	Sigvard Bernadotte	1907	
1618	David Riesman	1909	
1619	Giulio Einaudi	1912	
1620	Howard Cannon	1912	
1621	Richard Brooks	1912	
1622	Simone Del Duca	1912	
1623	Lloyd Bridges	1913	
1624	Charlotte Zolotow	1915	
1625	Wah Chang	1917	
1626	Manuel Pertegaz	1918	
1627	Jessie Mae Robinson	1918	
1628	Patrick Dennis	1921	
1629	Thomas Tang	1922	
1630	Harold Hughes	1922	
1631	Jackie Kelso	1922	
1632	Jim Wright	1922	
1633	Stanley Biber	1923	
1634	Scotty Bowers	1923	
1635	Bill McLaren	1923	
1636	J. J. Johnson	1924	
1637	Kenneth Koch	1925	
1638	Alan Whicker	1925	
1639	Frances Farenthold	1926	
1640	Antonia Brenner	1926	
1641	Lida Barrett	1927	
1642	Marcel Azzola	1927	
1643	Kika de la Garza	1927	
1644	Charles E. Wiggins	1927	
1645	Max Bennett	1928	
1646	Mervin E. Muller	1928	
1647	Jean-Denis Bredin	1929	
1648	Eduardo Lizalde	1929	
1649	Don Larsen	1929	
1650	John McMartin	1929	
1651	John Kenneth Stille	1930	
1652	Jack Davis	1930	
1653	Robert B. Oakley	1931	
1654	Elizabeth Blackadder	1931	
1655	William G. Hamilton	1932	
1656	Gianfranco Funari	1932	
1657	George Aghajanian	1932	
1658	Cliff Raven	1932	
1659	Udo JÃ¼rgens	1934	
1660	Lowry Mays	1935	
1661	Alejandra Pizarnik	1936	
1662	Fernando SÃ¡nchez DragÃ³	1936	
1663	Jeannot Szwarc	1937	
1664	Pierre PÃ©an	1938	
1665	Michel Siffre	1939	
1666	Ernesto Miranda	1941	
1667	Lynn Anderson	1947	
1668	Andy Hug	1964	
1669	Brody Stevens	1970	
1670	Rita Atria	1974	
1671	Nicky Hayden	1981	
1672	Gaspard Ulliel	1984	
1673	Curt Herzstark	1902	
1674	Jean DrÃ©ville	1906	
1675	Hans Bender	1907	
1676	Jean-Pierre Wimille	1908	
1677	Jack Kinney	1909	
1678	Sam Yorty	1909	
1679	Benay Venuta	1910	
1680	Roger Wagner	1914	
1681	P. W. Botha	1916	
1682	Raf Vallone	1916	
1683	Marsha Hunt	1917	
1684	RenÃ© Laurentin	1917	
1685	Gregers Gram	1917	
1686	Roland de La Poype	1920	
1687	Gale Storm	1922	
1688	Red Garland	1923	
1689	Harry Pregerson	1923	
1690	Ned Rorem	1923	
1691	H. Pierre Noyes	1923	
1692	Robert Byron Bird	1924	
1693	George Haines	1924	
1694	Peggy Ryan	1924	
1695	Eugene S. Mills	1924	
1696	Romana Acosta Banuelos	1925	
1697	Bud Shank	1926	
1698	Dion Neutra	1926	
1699	Fulvio Roiter	1926	
1700	Vera Williams	1927	
1701	Ian Player	1927	
1702	Julian Nava	1927	
1703	Guy Carawan	1927	
1704	Chuck Jordan	1927	
1705	Lilia Prado	1928	
1706	Marcia Moore	1928	
1707	Herb Geller	1928	
1708	Vernon Dvorak	1928	
1709	Philippe Venet	1929	
1710	Esteban Torres	1930	
1711	Pat McCormick	1930	
1712	Philip Crane	1930	
1713	Bruno Huber	1930	
1714	Ruth Siems	1931	
1715	James Grigson	1932	
1716	Michel Roquejeoffre	1933	
1717	Harold Budd	1936	
1718	Robert Stone	1937	
1719	MaÃ¯tÃ©	1938	
1720	Fred Cox	1938	
1721	Stanley Cowell	1941	
1722	Mike Willesee	1942	
1723	Daryl Dragon	1942	
1724	Art Bell	1945	
1725	Peter Serkin	1947	
1726	Ruth Welting	1948	
1727	Gonzalo Portocarrero	1949	
1728	Francesco Nuti	1955	
1729	Caroline Aigle	1974	
1730	Michel Trudeau	1975	
1731	Egon von Vietinghoff	1903	
1732	EugÃ¨ne Bozza	1905	
1733	Agostinho da Silva	1906	
1734	J. Irwin Miller	1909	
1735	Jean-Marcel Jeanneney	1910	
1736	Pat Nixon	1912	
1737	Ignacio Trelles	1916	
1738	Walt Arfons	1916	
1739	Theodore Sturgeon	1918	
1740	Snooky Young	1919	
1741	Forrest Tucker	1919	
1742	Henry Farrell	1920	
1743	Richard S. Prather	1921	
1744	Alfonso MartÃ­nez DomÃ­nguez	1922	
1745	Graham Crowden	1922	
1746	Anna Proclemer	1923	
1747	Byrd Baylor	1924	
1748	Robert W. Lichtwardt	1924	
1749	Robert Basmann	1926	
1750	Norman R. Palmer	1926	
1751	Pasquale Festa Campanile	1927	
1752	Buster Welch	1928	
1753	Cecil Williams	1929	
1754	Wendell Garrett	1929	
1755	Don Lind	1930	
1756	Hilderaldo Bellini	1930	
1757	Cliff Gustafson	1931	
1758	Carl E. Reichardt	1931	
1759	Robert Bechtle	1932	
1760	GastÃ³n GuzmÃ¡n	1932	
1761	Sixto Valencia Burgos	1934	
1762	Claudio Scimone	1934	
1763	Ãdith Scob	1937	
1764	Catherine Ribeiro	1941	
1765	Henry Cecil	1943	
1766	Steve Fossett	1944	
1767	Thor Hansen	1947	
1768	Al Berto	1948	
1769	Simon MacCorkindale	1952	
1770	Hubert Auriol	1952	
1771	Greg Maddux	1966	
1772	Rachel Rockwell	1969	
1773	Marco Simoncelli	1987	
1774	Jiah Khan	1988	
1775	Madeleine Renaud	1900	
1776	Erna Berger	1900	
1777	John McIntire	1907	
1778	Marjorie Grene	1910	
1779	Red Callender	1916	
1780	Audra Lindley	1918	
1781	Roy Ash	1918	
1782	Max Merkel	1918	
