Index,idADB,Name,BirthYear,EminenceScore
2011,100133,Erwin Strittmatter,1912,65.00
2012,36939,Eugene Guillevic,1907,65.00
2013,62402,Eugenio Scalfari,1924,65.00
2014,75015,Evanna Lynch,1991,65.00
2015,84654,Fess Parker,1924,65.00
2016,50765,Florence Chadwick,1918,65.00
2017,76457,Franca Valeri,1920,65.00
2018,50936,Francis Lai,1932,65.00
2019,54008,Frank Foster,1928,65.00
2020,39048,Frank Gorshin,1933,65.00
2021,81197,Frank J. Dixon,1920,65.00
2022,59056,Frank Thomas,1968,65.00
2023,99975,Frankie Boyle,1972,65.00
2024,80408,Franklin Sousley,1925,65.00
2025,50500,Frans Andriessen,1929,65.00
2026,47385,Franz Burda,1903,65.00
2027,54827,François Cevert,1944,65.00
2028,67962,François Gros,1925,65.00
2029,4152,François Marty,1904,65.00
2030,85459,Fred Williamson,1938,65.00
2031,55907,Félicien Marceau,1913,65.00
2032,87972,Garner Ted Armstrong,1930,65.00
2033,104416,Gary Holt,1952,65.00
2034,85969,Gastón Guzmán,1932,65.00
2035,56231,Gemaine Tillion,1907,65.00
2036,1401,Gene Littler,1930,65.00
2037,53775,Geneviève Asse,1923,65.00
2038,91024,Genoa Keawe,1918,65.00
2039,776,George (1922) Blake,1922,65.00
2040,6448,George Deukmejian,1928,65.00
2041,86873,George Lindbeck,1923,65.00
2042,36660,George Montgomery,1916,65.00
2043,104186,George Tsutakawa,1910,65.00
2044,17695,George Yardley,1928,65.00
2045,66205,Georges Dubœuf,1933,65.00
2046,65432,Georges Guingouin,1913,65.00
2047,87279,Georges Loinger,1910,65.00
2048,37097,Georges Marchais,1920,65.00
2049,95865,Georgette Seabrooke,1916,65.00
2050,4509,Gianandrea Gavazzeni,1909,65.00
2051,75591,Gianni Raimondi,1923,65.00
2052,89348,Gilberto Aceves Navarro,1931,65.00
2053,74711,Giuliano Montaldo,1930,65.00
2054,94175,Giulio Einaudi,1912,65.00
2055,86898,Gladys Bentley,1907,65.00
2056,6686,Glenn Yarbrough,1930,65.00
2057,87611,Grete Sultan,1906,65.00
2058,986,Gudrun Ensslin,1940,65.00
2059,53016,Guido Morselli,1912,65.00
2060,71279,Guillermo González Camarena,1917,65.00
2061,100895,Gunther Plaut,1912,65.00
2062,53763,Guy Bedos,1934,65.00
2063,68335,Gérard Collomb,1947,65.00
2064,58696,Günther Jauch,1956,65.00
2065,101572,H. Pierre Noyes,1923,65.00
2066,96960,Hadda Brooks,1916,65.00
2067,58959,Hank Locklin,1918,65.00
2068,50941,Hank Luisetti,1916,65.00
2069,95084,Harley Race,1943,65.00
2070,94106,Harold Hughes,1922,65.00
2071,89349,Harold Scheub,1931,65.00
2072,49720,Harriet Doerr,1910,65.00
2073,8072,Harris Yulin,1937,65.00
2074,82445,Hayden Fry,1929,65.00
2075,12499,Heather Watts,1953,65.00
2076,50992,Hedley Donovan,1914,65.00
2077,94936,Helen Liu Fong,1927,65.00
2078,88451,Helen Richey,1909,65.00
2079,56482,Henri Atlan,1931,65.00
2080,66581,Henri Korn,1934,65.00
2081,72443,Henri Storck,1907,65.00
2082,80181,Henry Farrell,1920,65.00
2083,101235,Herta Haas,1914,65.00
2084,89609,Hervé Villechaize,1943,65.00
2085,86226,Howard Schnellenberger,1934,65.00
2086,51520,Hugh McElhenny,1928,65.00
2087,65437,Hélie de Saint Marc,1922,65.00
2088,103538,Hélène de Beauvoir,1910,65.00
2089,45670,Ian Bannen,1928,65.00
2090,47537,Ian Carr,1933,65.00
2091,89652,Ian Kinsler,1982,65.00
2092,46331,Inga Swenson,1932,65.00
2093,73839,Inge Müller,1925,65.00
2094,85857,J. Irwin Miller,1909,65.00
2095,89528,Jack Brooks,1922,65.00
2096,5356,Jack Elam,1920,65.00
2097,1637,Jack Jones,1938,65.00
2098,40170,Jack Lambert,1952,65.00
2099,89369,Jack Larson,1928,65.00
2100,5062,Jack Paar,1917,65.00
2101,88041,Jackie Ormes,1911,65.00
2102,5479,Jackie Stallone,1921,65.00
2103,64819,Jacques Dessange,1925,65.00
2104,4824,Jacques Dufilho,1914,65.00
2105,55911,Jacques Laurent,1919,65.00
2106,104076,Jacques Vallée,1939,65.00
2107,99983,James L. Buie,1920,65.00
2108,39354,James Leo Herlihy,1927,65.00
2109,93524,James S. Holmes,1924,65.00
2110,47641,Jan Cremer,1940,65.00
2111,26001,Jan-Michael Vincent,1945,65.00
2112,43558,Jane Rule,1931,65.00
2113,5399,Janet Blair,1921,65.00
2114,103965,Jasmine Tookes,1991,65.00
2115,86818,Jayne Meadows,1919,65.00
2116,44986,Jean Alexander,1926,65.00
2117,36326,Jean Aurenche,1903,65.00
2118,67465,Jean Cardot,1930,65.00
2119,62794,Jean Douchet,1929,65.00
2120,58495,Jean Françaix,1912,65.00
2121,4326,Jean Langlais,1907,65.00
2122,85738,Jean Louis,1907,65.00
2123,7454,Jean Marsh,1934,65.00
2124,5416,Jean Robic,1921,65.00
2125,26596,Jean Tardieu,1903,65.00
2126,76393,Jean Teulé,1953,65.00
2127,51676,Jean-Claude Pecker,1923,65.00
2128,66020,Jean-Marcel Jeanneney,1910,65.00
2129,55753,Jean-Philippe Lauer,1902,65.00
2130,52643,Jean-Pierre Aumont,1911,65.00
2131,55060,Jean-Pierre Cassel,1932,65.00
2132,81180,Jean-Toussaint Desanti,1914,65.00
2133,68475,Jeannette Vermeersch,1910,65.00
2134,86127,Jenna Marbles,1986,65.00
2135,71553,Jens Evensen,1917,65.00
2136,51416,Jerry Kramer,1936,65.00
2137,89475,Jerry Quarry,1945,65.00
2138,58154,Jesse Belvin,1932,65.00
2139,94478,Jessica Fox,1994,65.00
2140,54055,Jim Bolger,1932,65.00
2141,793,Jim Bouton,1939,65.00
2142,87647,Jim Duggan,1954,65.00
2143,51636,Jim Otto,1938,65.00
2144,83039,Jimmie C. Holland,1928,65.00
2145,7310,Jimmie Rodgers,1933,65.00
2146,67672,Jimmy Barnes,1956,65.00
2147,52055,Jo Jo White,1946,65.00
2148,89361,Joan Lowery Nixon,1927,65.00
2149,86557,Joaquín Cordero,1923,65.00
2150,84648,Joe Jamail,1925,65.00
2151,77325,Joe Theismann,1949,65.00
2152,4512,Johannes Willebrands,1909,65.00
2153,52030,John Carl Warnecke,1919,65.00
2154,39089,John Currie Gunn,1916,65.00
2155,89727,John Henry Lewis,1914,65.00
2156,94812,John Kenneth Stille,1930,65.00
2157,95740,John Lackey,1978,65.00
2158,1487,John Minton,1917,65.00
2159,26535,John Stossel,1947,65.00
2160,92668,John William Finn,1909,65.00
2161,89924,Johnny Horton,1925,65.00
2162,10562,Johnny Miller,1947,65.00
2163,7124,Johnny Podres,1932,65.00
2164,92541,Jonathan Rhoads,1907,65.00
2165,5192,Jose Greco,1918,65.00
2166,87926,Joseph Flummerfelt,1937,65.00
2167,84743,Juan García Esquivel,1918,65.00
2168,86718,Juan Sordo Madaleno,1916,65.00
2169,91835,Juan Soriano,1920,65.00
2170,97962,Judy Freudberg,1949,65.00
2171,94134,Julie Adams,1926,65.00
2172,88725,Junior Vasquez,1949,65.00
2173,91441,Justin Thomas,1993,65.00
2174,98334,Justin Turner,1984,65.00
2175,91921,K. C. Jones,1932,65.00
2176,84189,Kadri Gopalnath,1949,65.00
2177,93795,Karel Van Miert,1942,65.00
2178,87073,Karl Brandt,1904,65.00
2179,7067,Karl Ridderbusch,1932,65.00
2180,103277,Karl-Heinz Schnellinger,1939,65.00
2181,96629,Katherine MacGregor,1925,65.00
2182,19345,Kathleen Battle,1948,65.00
2183,87065,Ken Berry,1933,65.00
2184,88645,Ken Hom,1949,65.00
2185,94512,Kenneth W. Thompson,1921,65.00
2186,50963,Kevin (1914) McCarthy,1914,65.00
2187,24791,Kirk Alyn,1910,65.00
2188,72955,Knut Bergsland,1914,65.00
2189,43278,Lalla Romano,1906,65.00
2190,10434,Larry Csonka,1946,65.00
2191,92446,Larry Stevenson,1930,65.00
2192,99325,Lawrence Turman,1926,65.00
2193,75723,Leigh Harline,1907,65.00
2194,86445,Leon Day,1916,65.00
2195,92539,Leonard Carlitz,1907,65.00
2196,88544,Leroy Petry,1979,65.00
2197,85504,Leroy Vinnegar,1928,65.00
2198,83735,Lil Peep,1996,65.00
2199,5740,Linda Darnell,1923,65.00
2200,24171,Linda Tripp,1949,65.00
2201,82788,Lorene Rogers,1914,65.00
2202,50151,Lorraine Hunt Lieberson,1954,65.00
2203,95202,Lothar-Günther Buchheim,1918,65.00
2204,97080,Lou Harrison,1917,65.00
2205,53393,Lucia Bosè,1931,65.00
2206,86759,Luis Nishizawa,1918,65.00
2207,24012,Luis Ocana,1945,65.00
2208,98049,Luisa Josefina Hernández,1928,65.00
2209,82719,M. Stanton Evans,1934,65.00
2210,101053,Madeleine Chapsal,1925,65.00
2211,19590,Mado Robin,1918,65.00
2212,86882,Mae Clarke,1910,65.00
2213,4497,Magda Schneider,1909,65.00
2214,26053,Malcolm-Jamal Warner,1970,65.00
2215,42532,Manitas de Plata,1921,65.00
2216,3965,Manly P. Hall,1901,65.00
2217,42120,Manolete,1917,65.00
2218,66355,Marc Fumaroli,1932,65.00
2219,4902,Marcel Landowski,1915,65.00
2220,67749,Margaret Fulton,1924,65.00
2221,86232,Margaret K. Butler,1924,65.00
2222,85617,Marguerite Young,1908,65.00
2223,100780,Maria Franziska von Trapp,1914,65.00
2224,73321,Marie Laforêt,1939,65.00
2225,60512,Marinus van der Lubbe,1909,65.00
2226,104188,Marita Camacho Quirós,1911,65.00
2227,77045,Mark Colvin,1952,65.00
2228,48967,Mark Fidrych,1954,65.00
2229,25775,Mark McGwire,1963,65.00
2230,5566,Mark O. Hatfield,1922,65.00
2231,84706,Mark Shepherd,1923,65.00
2232,89231,Markiplier,1989,65.00
2233,5097,Marsha Hunt,1917,65.00
2234,95110,Martha De Laurentiis,1954,65.00
2235,102551,Mary Kay Bergman,1961,65.00
2236,25055,Mary Ure,1933,65.00
2237,67957,Maurice Grimaud,1913,65.00
2238,51671,Mel Patton,1924,65.00
2239,92924,Mercedes Salisachs,1916,65.00
2240,51421,Merlin Olsen,1940,65.00
2241,8384,Michael J. Pollard,1939,65.00
2242,62311,Michael Lonsdale,1931,65.00
2243,52842,Michel Berger,1947,65.00
2244,59612,Michel Brunet,1940,65.00
2245,39869,Michel Jazy,1936,65.00
2246,51712,Micheline Presle,1922,65.00
2247,86602,Miguel Zacarias,1905,65.00
2248,38603,Mike Holmgren,1948,65.00
2249,99779,Milton S. Plesset,1908,65.00
2250,51551,Milva,1939,65.00
2251,13642,Mitch Gaylord,1961,65.00
2252,50363,Molly Ivins,1944,65.00
2253,50977,Mylène Demongeot,1935,65.00
2254,86334,Nancy Teeters,1930,65.00
2255,19736,Nanette Fabray,1920,65.00
2256,9314,Neil Bogart,1943,65.00
2257,51552,Newton N. Minow,1926,65.00
2258,19274,Nicola Abbagnano,1901,65.00
2259,68333,Nigel Tranter,1909,65.00
2260,75489,Nilla Pizzi,1919,65.00
2261,1241,Nina Hartley,1959,65.00
2262,88695,Nora Astorga,1948,65.00
2263,4986,Ondina Valla,1916,65.00
2264,48251,Orville Freeman,1918,65.00
2265,97623,Oswald Mathias Ungers,1926,65.00
2266,72547,Pasquale Festa Campanile,1927,65.00
2267,88194,Pat McCormick,1930,65.00
2268,69267,Patrick Dennis,1921,65.00
2269,55713,Paul Chemetov,1928,65.00
2270,94874,Paul Conrad,1924,65.00
2271,95800,Paul Reeves,1918,65.00
2272,69705,Paul Tessier,1917,65.00
2273,25988,Paul-Emile Victor,1907,65.00
2274,44959,Pauline Betz,1919,65.00
2275,89811,Pavel Bure,1971,65.00
2276,81375,Pedro Laín Entralgo,1908,65.00
2277,88031,Penny Singleton,1908,65.00
2278,7628,Peter Schickele,1935,65.00
2279,10672,Peter Serkin,1947,65.00
2280,83084,Philip Baker Hall,1931,65.00
2281,88053,Philip Hershkovitz,1909,65.00
2282,55833,Phillippe Sollers,1936,65.00
2283,662,Pier Angeli,1932,65.00
2284,4305,Piero Taruffi,1906,65.00
2285,96521,Pierre Delanoê,1918,65.00
2286,69206,Pierre Georges,1919,65.00
2287,4603,Pierre Harmel,1911,65.00
2288,7040,Pierre Lacotte,1932,65.00
2289,86007,Pierre Lelong,1912,65.00
2290,67183,Pierre Péan,1938,65.00
2291,56790,Pierre-Yves Trémois,1921,65.00
2292,83000,Pilita Corrales,1939,65.00
2293,73136,Ragnar Fjørtoft,1913,65.00
2294,89980,Ralph D. Winter,1924,65.00
2295,4730,Ralph Edwards,1913,65.00
2296,50967,Ralph Meeker,1920,65.00
2297,60182,Ramón Serrano Súñer,1901,65.00
2298,26341,Ray Walston,1914,65.00
2299,5639,Red Schoendienst,1923,65.00
2300,52245,Renato Castellani,1913,65.00
2301,49650,Renato Martino,1932,65.00
2302,78626,Renato Sanches,1997,65.00
2303,38689,Richard Dysart,1929,65.00
2304,85777,Richard G. Hatcher,1933,65.00
2305,43016,Richard H. Truly,1937,65.00
2306,39811,Richard Kleindienst,1923,65.00
2307,35987,Richard Lamm,1935,65.00
2308,74929,Rigo Tovar,1946,65.00
2309,72614,Rino Gaetano,1950,65.00
2310,50711,Robert (1928) Irwin,1928,65.00
2311,50605,Robert Bechtle,1932,65.00
2312,100291,Robert Butler,1927,65.00
2313,7570,Robert Conrad,1935,65.00
2314,102635,Robert Coover,1932,65.00
2315,4556,Robert Cummings,1910,65.00
2316,85880,Robert Frank Borkenstein,1912,65.00
2317,62841,Robert Hossein,1927,65.00
2318,51665,Robert J. Parks,1922,65.00
2319,205,Robert Wadlow,1918,65.00
2320,5132,Roberta Cowell,1918,65.00
2321,91082,Robin Olds,1922,65.00
2322,26125,Rodney King,1965,65.00
2323,7169,Roger Smith,1932,65.00
2324,86259,Roland Mousnier,1907,65.00
2325,103566,Roland Winston,1936,65.00
2326,71333,Rolf Jacobsen,1907,65.00
2327,5952,Romana Acosta Banuelos,1925,65.00
2328,52948,Romolo Valli,1925,65.00
2329,55202,Rosanna Carteri,1930,65.00
2330,5109,Rose Mary Woods,1917,65.00
2331,49699,Rosey Grier,1932,65.00
2332,96773,Rudy Gobert,1992,65.00
2333,43074,Ruth Buzzi,1936,65.00
2334,85483,Ruth Lilly,1915,65.00
2335,74898,Ruy Pérez Tamayo,1924,65.00
2336,43221,Sacha Vierny,1919,65.00
2337,25013,Sada Thompson,1927,65.00
2338,88331,Seimone Augustus,1984,65.00
2339,102722,Seka,1954,65.00
2340,88173,Shea Weber,1985,65.00
2341,103753,Shoji Sadao,1927,65.00
2342,99407,Sidney Dancoff,1913,65.00
2343,44189,Sidney Gottlieb,1918,65.00
2344,37375,Simone Beck,1904,65.00
2345,4614,Simone Simon,1911,65.00
2346,37344,Skip Battin,1934,65.00
2347,54019,Snooky Young,1919,65.00
2348,99593,Sonny Barger,1938,65.00
2349,66344,Sorley MacLean,1911,65.00
2350,90055,Stan Chambers,1923,65.00
2351,13537,Steve Cauthen,1960,65.00
2352,78440,Steve Forrest,1925,65.00
2353,10937,Susan Atkins,1948,65.00
2354,37214,Susanna Kaysen,1948,65.00
2355,52736,Sylvano Bussotti,1931,65.00
2356,64625,Sébastien Bourdais,1979,65.00
2357,54014,Tadd Dameron,1917,65.00
2358,86833,Talcott Williams Seelye,1922,65.00
2359,95003,Tana Mongeau,1998,65.00
2360,103257,Tarcisio Burgnich,1939,65.00
2361,75824,Tech N9ne,1971,65.00
2362,40244,Ted Key,1912,65.00
2363,88904,Ted Templeman,1942,65.00
2364,38624,Terrell Davis,1972,65.00
2365,96676,Tex Schramm,1920,65.00
2366,6636,Thomas Eagleton,1929,65.00
2367,93521,Thomas M. Disch,1940,65.00
2368,51943,Thomas Stewart,1928,65.00
2369,92160,Tiffany Darwish,1971,65.00
2370,47361,Tim Buckley,1947,65.00
2371,49716,Tom Kennedy,1927,65.00
2372,94911,Tom Pollock,1943,65.00
2373,25400,Tommaso Buscetta,1928,65.00
2374,39327,Tommy Henrich,1913,65.00
2375,6510,Tony Franciosa,1928,65.00
2376,86051,Tony Zale,1913,65.00
2377,40089,Trini Lopez,1937,65.00
2378,19748,Valentina Cortese,1923,65.00
2379,74735,Valeria Moriconi,1931,65.00
2380,63834,Valérie André,1922,65.00
2381,89352,Vera Williams,1927,65.00
2382,96712,Vera-Ellen,1921,65.00
2383,87717,Vinnie Paul,1964,65.00
2384,82717,Virgilio Elizondo,1935,65.00
2385,90023,Virginia Giuffre,1983,65.00
2386,47634,Wally Cox,1924,65.00
2387,89949,Warren Miller,1924,65.00
2388,90158,Wendie Renard,1990,65.00
2389,4750,Werner Mölders,1913,65.00
2390,89591,William H. Pitsenbarger,1944,65.00
2391,85793,William Ruckelshaus,1932,65.00
2392,86482,William Smith,1933,65.00
2393,5302,William Travilla,1920,65.00
2394,84004,William Wakefield Baum,1926,65.00
2395,86494,William Wesley Peters,1912,65.00
2396,67801,Willigis Jäger,1925,65.00
2397,49611,Wink Martindale,1933,65.00
2398,92663,Young-Oak Kim,1919,65.00
2399,159,Yves Allégret,1905,65.00
2400,5320,Yves Robert,1920,65.00
2401,84149,Yvonne Chouteau,1929,65.00
2402,67623,Édith Scob,1937,65.00
2403,78442,Andy Granatelli,1923,64.00
2404,86213,Bernard V. Vonderschmitt,1923,64.00
2405,86451,Charlotte Zolotow,1915,64.00
2406,61877,Christophe de Margerie,1951,64.00
2407,53419,Colette Audry,1906,64.00
2408,86058,Dave Niehaus,1935,64.00
2409,92810,David McReynolds,1929,64.00
2410,94168,Donald D. Clayton,1935,64.00
2411,53134,Elisabeth Schwarzhaupt,1901,64.00
2412,95898,Eugenio Garza Lagüera,1923,64.00
2413,52040,Franz Weber,1927,64.00
2414,63116,François Bluche,1925,64.00
2415,9068,Françoise Dorléac,1942,64.00
2416,86350,George Haines,1924,64.00
2417,86728,Günther Gerzso,1915,64.00
2418,58120,Jean-Loup Dabadie,1938,64.00
2419,89715,John Altoon,1925,64.00
2420,96827,Kaci Kullmann Five,1951,64.00
2421,98847,Kurt Richter,1900,64.00
2422,89858,Marguerite Henry,1902,64.00
2423,86030,Pete Candoli,1923,64.00
2424,78657,Phil Ivey,1977,64.00
2425,65004,Pierre Christin,1938,64.00
2426,140,René Crevel,1900,64.00
2427,6727,Richard Davis,1930,64.00
2428,42385,Robert Quine,1942,64.00
2429,69691,Roger Taillibert,1926,64.00
2430,73192,Rudy Fernandez,1952,64.00
2431,4940,Salvatore Fiume,1915,64.00
2432,12779,Susan Butcher,1954,64.00
2433,89857,Al Simmons,1902,63.00
2434,43911,Alan Whicker,1925,63.00
2435,97996,Anne Tyng,1920,63.00
2436,86723,Arturo García Bustos,1926,63.00
2437,7490,Benita Valente,1934,63.00
2438,94110,Bill Daily,1927,63.00
2439,94357,Cecil Williams,1929,63.00
2440,102701,Charles Cullen,1960,63.00
2441,46261,Chuck Barris,1929,63.00
2442,60794,Colin Montgomerie,1963,63.00
2443,101302,Curt Herzstark,1902,63.00
2444,78545,Daniel Negreanu,1974,63.00
2445,91634,Daryl Gates,1926,63.00
2446,8726,Donna Fargo,1940,63.00
2447,84724,Eloise Jelinek,1924,63.00
2448,4275,Eric Fenby,1906,63.00
2449,53130,Erna Berger,1900,63.00
2450,61676,Esteban Torres,1930,63.00
2451,91548,Félix Rodríguez de la Fuente,1928,63.00
2452,88569,GG Allin,1956,63.00
2453,86019,Gardner Ackley,1915,63.00
2454,68443,Gaston Palewski,1901,63.00
2455,86601,Gloria Marín,1919,63.00
2456,57987,Harald Schmidt,1957,63.00
2457,44953,Henri Cochet,1901,63.00
2458,18276,Jim Harbaugh,1963,63.00
2459,54711,José Hermano Saraiva,1919,63.00
2460,69716,Just Jaeckin,1940,63.00
2461,73961,Knut Nystedt,1915,63.00
2462,58139,L. Q. Jones,1927,63.00
2463,5328,Leona Helmsley,1920,63.00
2464,90135,Ludwig Lachmann,1906,63.00
2465,137,Madeleine Renaud,1900,63.00
2466,60584,Marga Minco,1920,63.00
2467,24421,Maria Perego,1923,63.00
2468,51868,Michel Siffre,1939,63.00
2469,86713,Naya Rivera,1987,63.00
2470,51875,Paolo Stoppa,1906,63.00
2471,96017,Patrick Flores,1929,63.00
2472,101923,Phil Lester,1987,63.00
2473,6378,Philippe Tesson,1928,63.00
2474,91393,Pierre Matisse,1900,63.00
2475,89441,Rina Lazo,1923,63.00
2476,94879,Robert James Waller,1939,63.00
2477,52726,Roger Grenier,1919,63.00
2478,37091,Roger Marche,1924,63.00
2479,88833,Rosemary Catacalos,1944,63.00
2480,73903,Rudy Larriva,1916,63.00
2481,89465,Ruth Stone,1915,63.00
2482,81308,Ryan Dunn,1977,63.00
2483,89381,Sandy West,1959,63.00
2484,50559,Shirley Babashoff,1957,63.00
2485,47987,Sjoukje Dijkstra,1942,63.00
2486,94206,Stanley Biber,1923,63.00
2487,54007,Stanley Cowell,1941,63.00
2488,56509,Stu Sutcliffe,1940,63.00
2489,87663,Superstar Billy Graham,1943,63.00
2490,61384,Thomas Winning,1925,63.00
2491,19052,Thurman Thomas,1966,63.00
2492,35763,Tiziano Terzani,1938,63.00
2493,38654,Tom Glavine,1966,63.00
2494,50133,Tony Snow,1955,63.00
2495,90053,William A. Fraker,1923,63.00
2496,89921,William Claxton,1927,63.00
2497,87770,Zach Thomas,1973,63.00
2498,88035,Alexander H. Leighton,1908,62.00
2499,104517,Amy MacDonald,1987,62.00
2500,99008,Andor Földes,1913,62.00
2501,8560,Anita Bryant,1940,62.00
2502,5871,Arthur Janov,1924,62.00
2503,91819,Arturo Lona Reyes,1925,62.00
2504,58915,Barbara Hammer,1939,62.00
2505,51898,Bertrand Blier,1939,62.00
2506,50932,Billy Kidd,1943,62.00
2507,71801,Bjørg Vik,1935,62.00
2508,85958,Blanca Estela Pavón,1926,62.00
2509,53966,Bud Shank,1926,62.00
2510,25417,Bum Phillips,1923,62.00
2511,50906,Carl Eller,1942,62.00
2512,99996,Carol C. Laise,1917,62.00
2513,355,Carrie Snodgress,1945,62.00
2514,84019,Charles Black,1915,62.00
2515,85641,Charles Foley,1930,62.00
2516,90783,Charlotte von Mahlsdorf,1928,62.00
2517,92469,Chuck Jordan,1927,62.00
2518,94096,Conte Candoli,1927,62.00
2519,36294,Curt Siodmak,1902,62.00
2520,49978,D. Boon,1958,62.00
2521,57043,Denise Biellmann,1962,62.00
2522,89358,Dion Neutra,1926,62.00
2523,78621,Don Maynard,1935,62.00
2524,50965,Doug McClure,1935,62.00
2525,91572,Edmond Kiraz,1923,62.00
2526,24502,Eleanor Holm,1912,62.00
2527,85965,Emilio Carballido,1925,62.00
2528,56671,Eva Mattes,1954,62.00
2529,80785,Fernando Sánchez Dragó,1936,62.00
2530,38944,Frederic Forrest,1936,62.00
2531,72542,Gabriella Ferri,1942,62.00
2532,102547,Gary Anderson,1961,62.00
2533,68531,Georges Sarre,1935,62.00
2534,101967,Georgia Davis Powers,1923,62.00
2535,81698,Gerhard Adler,1904,62.00
2536,26099,Glenway Wescott,1901,62.00
2537,87604,Grete Mosheim,1905,62.00
2538,3938,Helen Gahagen Douglas,1900,62.00
2539,39041,Herbert Gold,1924,62.00
2540,75713,Herman Franks,1914,62.00
2541,24496,Hildegarde,1906,62.00
2542,85933,J. C. C. McKinsey,1908,62.00
2543,75737,Jack Kinney,1909,62.00
2544,63249,Jacques Loussier,1934,62.00
2545,75270,Jacques Perry,1921,62.00
2546,67283,Jan Pronk,1940,62.00
2547,100186,Jane Wilson,1924,62.00
2548,53675,Jean Eustache,1938,62.00
2549,52429,Jean Pierre Mocky,1929,62.00
2550,6010,Jean-Charles Tacchella,1925,62.00
2551,58524,Jean-Claude van Itallie,1936,62.00
2552,37363,Jean-Didier Vincent,1935,62.00
2553,788,Jean-Louis Bory,1919,62.00
2554,37719,Jeannie Longo,1958,62.00
2555,94070,Jim Inhofe,1934,62.00
2556,90877,Jim Rathmann,1928,62.00
2557,19507,Jo Durie,1960,62.00
2558,97255,Joe Gordon,1915,62.00
2559,36403,John Callahan,1951,62.00
2560,7043,John Gavin,1931,62.00
2561,86505,John P. Costas,1923,62.00
2562,74226,John Paul Young,1950,62.00
2563,1226,Jon Hall,1915,62.00
2564,54696,José Gomes Ferreira,1900,62.00
2565,86720,José Villagrán García,1901,62.00
2566,103187,Julian Edelman,1986,62.00
2567,94978,Laila Ali,1977,62.00
2568,71519,Lando Buzzanca,1935,62.00
2569,87655,Lisa Eichhorn,1952,62.00
2570,93040,Louis Scutenaire,1905,62.00
2571,86543,Luis H. Álvarez,1919,62.00
2572,100296,Luther Allison,1939,62.00
2573,74641,Mady Mesplé,1931,62.00
2574,63400,Manuel Rosenthal,1904,62.00
2575,47217,Marcel Bigeard,1916,62.00
2576,67609,Marielle de Sarnez,1951,62.00
2577,6427,Marvin Mitchelson,1928,62.00
2578,97944,Mattéo Guendouzi,1999,62.00
2579,63894,Michel Aumont,1936,62.00
2580,64719,Michel David-Weill,1932,62.00
2581,56329,Michel Ragon,1924,62.00
2582,89859,Mildred Harnack,1902,62.00
2583,43408,Nick Buoniconti,1940,62.00
2584,51505,Ollie Matson,1930,62.00
2585,25580,Paige Rense,1929,62.00
2586,47526,Patty Wagstaff,1951,62.00
2587,55672,Paul Andreu,1938,62.00
2588,71685,Pia Colombo,1930,62.00
2589,46282,Raf Vallone,1916,62.00
2590,97657,Randal Kolo Muani,1998,62.00
2591,77551,Remco Campert,1929,62.00
2592,8605,Rennie Davis,1940,62.00
2593,51460,Richard Lippold,1915,62.00
2594,5861,Robert Horton,1924,62.00
2595,82810,Robert Trias,1923,62.00
2596,103534,Robert W. Tucker,1924,62.00
2597,98018,Roger Hilsman,1919,62.00
2598,93066,Roger Raveel,1921,62.00
2599,26027,Roger Wagner,1914,62.00
2600,25965,Sander Vanocur,1928,62.00
2601,86598,Sarah Stewart,1905,62.00
2602,86306,Sheldon Vanauken,1914,62.00
2603,90030,Shinkichi Tajiri,1923,62.00
2604,12089,Simon MacCorkindale,1952,62.00
2605,68261,Steve Paxton,1939,62.00
2606,94151,Stuart Margolin,1940,62.00
2607,13589,Tai Babilonia,1959,62.00
2608,65489,Tom Morel,1915,62.00
2609,100102,Tony Knowles,1943,62.00
2610,99377,Vicki Garvin,1915,62.00
2611,8652,Vikki Carr,1940,62.00
2612,90590,Woody Strode,1914,62.00
2613,72574,Arnoldo Foà,1916,61.00
2614,51237,Chantal Goya,1942,61.00
2615,7521,Claudio Scimone,1934,61.00
2616,89294,Dez Bryant,1988,61.00
2617,74725,Dickie Moore,1925,61.00
2618,73352,Evelyn Laye,1900,61.00
2619,71197,Fred Bongusto,1935,61.00
2620,54210,Jimmy Wynn,1942,61.00
2621,96525,Julian Nava,1927,61.00
2622,92561,Katherine Loker,1915,61.00
2623,84161,Manuel Maples Arce,1900,61.00
2624,50537,Marie Bell,1900,61.00
2625,84653,Morgan Woodward,1925,61.00
2626,24603,P. G. Lim,1915,61.00
2627,52056,Tom Wicker,1926,61.00
2628,98219,Aase Bjerkholt,1915,60.00
2629,75561,Aase Bye,1904,60.00
2630,86436,Ace Parker,1912,60.00
2631,88080,Ace Reid,1925,60.00
2632,71001,Adriana Asti,1933,60.00
2633,26334,Agostinho da Silva,1906,60.00
2634,99202,Agustín García Calvo,1926,60.00
2635,54681,Al Berto,1948,60.00
2636,91911,Al De Lory,1930,60.00
2637,63422,Alain Barrière,1935,60.00
2638,55872,Alain Besançon,1932,60.00
2639,67841,Alain Gheerbrant,1920,60.00
2640,64752,Alain de Rothschild,1910,60.00
2641,94765,Albert Allen Bartlett,1923,60.00
2642,52850,Albert Batteux,1919,60.00
2643,19502,Alene Duerk,1920,60.00
2644,85886,Alexander Vraciu,1918,60.00
2645,90966,Alfred Apaka,1919,60.00
2646,86692,Alfredo Ripstein,1916,60.00
2647,50560,Alice Baber,1928,60.00
